,hostname,hostredshift,reporting_groups,data_sources,classifying_groups,associated_groups,ZTFID,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,hostabs,hostcol,A_V,IAUID,Confidence,p_SNII,p_SNIa,p_SNIbc,redshift,RA_deg,Dec_deg,subtype,type,type_code,b
1972,NGC 5246,0.023124,"ALeRCE, ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aarasxl,,,,,,,,,,,SN2020dkm,,,,,0.0231,204.3724,4.104705555555555,SNIa,Ia,0,64.48643268168549
1975,NGC 5258,0.022539,"ALeRCE, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF20aarbget,,,,,,,,,,,SN2020dko,,,,,0.0225,204.98774583333332,0.8281888888888889,SNIa,Ia,0,61.23766824942701
1974,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18aahshhp,,,,,,,,,,,SN2020dln,,,,,0.059594,190.2057875,25.75037222222222,SNIa,Ia,0,87.25338738007108
1964,,,"ZTF, YSE, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF20aarcpql,,,,,,,,,,,SN2020dow,1.0,0.0,1.0,0.0,0.0474,137.98340000000002,27.900480555555557,SNIa,Ia,0,41.751681298186405
1980,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF20aarbvub,,,,,,,,,,,SN2020drl,,,,,0.01213,112.048125,72.57811944444444,SNIIP,II,2,28.529878880079615
1970,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aarkdoj,,,,,,,,,,,SN2020dro,,,,,0.07,242.76736666666667,30.454072222222223,SNIa,Ia,0,46.48599413224831
1965,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aaqrddh,,,,,,,,,,,SN2020drt,,,,,0.0799,199.59011250000003,55.84675,SNIa,Ia,0,60.873545365412454
1982,,,ZTF,ZTF,ZTF,ZTF,ZTF20aarucek,,,,,,,,,,,SN2020dsn,,,,,0.07,281.968675,60.686522222222216,SNIa,Ia,0,23.85172548930995
1981,WISEA J141043.41+584951.0,0.069501,"ALeRCE, ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",,ATLAS; GaiaAlerts; ZTF,ZTF20aartnkv,,,,,,,,,,,SN2020dtd,,,,,0.06954,212.680875,58.830850000000005,SNIIn,II,2,55.43640650831934
1723,UGC 00902,0.020888,"ALeRCE, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF20aacevxq,867.61,r,16.755,-18.49,19.631,9.601,10.03,-22.32,1.14,0.564,SN2020du,,,,,0.020888,20.489416666666667,50.04663055555555,SNIa,Ia,0,-12.527953521901212
1973,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aaqzzyt,,,,,,,,,,,SN2020dus,,,,,0.0676,214.0614833333333,35.94591111111111,SNIa,Ia,0,69.95283451899957
7875,,,,,,,,,,,,,,,,,,SN2020duv,1.0,0.0,1.0,0.0,0.05,241.255767,27.260274,SNIa-91T-like,Ia,0,47.235754812121
1724,WISEA J022939.87-274504.8,,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aacexgb,,,,,,,,,,,SN2020dv,,,,,0.074,37.4160375,-27.7513,SNIa,Ia,0,-68.23335860210534
6776,,,,,,,ZTF20aasiwcu,913.03,g,17.6689,-19.44,20.795,5.743,15.052,-21.57,0.52,0.181,SN2020dvs,,,,,0.055,287.3353333333333,50.27025,SNIa,Ia,0,17.83578350175546
1988,WISEA J155825.37+325807.7,0.047987,"ALeRCE, YSE, ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ZTF, Pan-STARRS, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF20aascwar,,,,,,,,,,,SN2020dwg,1.0,0.0,1.0,0.0,0.048,239.60333333333332,32.968919444444445,SNIa,Ia,0,49.44681204816887
7878,,,,,,,,,,,,,,,,,,SN2020dxa,0.985,0.0,0.985,0.015,0.027,239.67955,26.819344,SNIa-norm,Ia,0,48.523938009558215
1983,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aasapko,,,,,,,,,,,SN2020dxl,,,,,0.07,110.236375,39.86624166666667,SNIa,Ia,0,22.333195236043366
1984,SDSS J114425.61+533417.4,0.0552453,"SGLF, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",SCAT,ATLAS; Pan-STARRS; ZTF,ZTF20aasfdfr,,,,,,,,,,,SN2020dxr,,,,,0.055238,176.1061875,53.57155555555556,SNIa,Ia,0,60.80252109732047
1992,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aasijew,,,,,,,,,,,SN2020dya,,,,,0.030074,216.90540416666667,69.68641111111111,SNII,II,2,45.21692143591452
1993,,,"ZTF, ATLAS, Pan-STARRS, YSE","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF20aasikkh,,,,,,,,,,,SN2020dyc,1.0,0.0,1.0,0.0,0.07,219.975025,-7.688305555555556,SNIa,Ia,0,46.38939886209034
1995,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF20aasitqe,,,,,,,,,,,SN2020dye,,,,,0.054,231.8529,-13.018380555555556,SNIa,Ia,0,34.83533024196025
1994,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aasitrr,,,,,,,,,,,SN2020dyf,,,,,0.021158,232.6237625,-12.601813888888888,SNIa,Ia,0,34.62158280178639
1996,SDSS J121939.13+330223.4,0.16,"ALeRCE, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aasfhia,,,,,,,,,,,SN2020dyu,,,,,0.05,184.9130458333333,33.04038611111111,SNII,II,2,80.93750636825553
1991,WISEA J104042.69+020500.6,0.0516,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aasfaxj,,,,,,,,,,,SN2020dzj,,,,,0.05,160.17733749999996,2.084380555555556,SNIa,Ia,0,49.92242723630446
1997,,,"ZTF, ATLAS, GaiaAlerts, YSE","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF20aasjzhg,,,,,,,,,,,SN2020eaf,0.569,0.294,0.569,0.137,0.0206,44.58325,40.92318888888889,SNII,II,2,-15.86091428899411
7879,,,,,,,,,,,,,,,,,,SN2020ebc,0.973,0.973,0.006,0.021,0.096,155.228902,3.86409,SNII,II,2,47.219822411334086
7881,,,,,,,,,,,,,,,,,,SN2020eci,1.0,0.0,1.0,0.0,0.068,230.81205,0.064954,SNIa-norm,Ia,0,44.611018642417235
2000,WISEA J193724.39+361954.4,0.038567,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aaspvan,980.98,r,18.9966,-17.49,>69.289,>36.98,32.309,-21.37,0.41,0.447,SN2020ecj,,,,,0.03857,294.3500458333333,36.33117222222223,SNIIP,II,2,7.314822260289888
2002,SDSS J171623.88+404826.0,0.033,"ALeRCE, ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",SIRAH,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF20aaswzdm,,,,,,,,,,,SN2020edh,,,,,0.033,259.0998333333333,40.80813055555555,SNIIn,II,2,34.70880513542648
2001,WISEA J131613.68-223330.0,,"ALeRCE, GaiaAlerts","ZTF, GaiaAlerts",SCAT,GaiaAlerts; ZTF,ZTF20aasuiks,,,,,,,,,,,SN2020edi,,,,,0.16,199.057,-22.558369444444445,SLSN-II,II,2,39.9534024152337
1986,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aaswbty,,,,,,,,,,,SN2020edk,,,,,0.0369,222.6104208333333,16.74376388888889,SNII,II,2,60.60832470732724
1979,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aasoarv,,,,,,,,,,,SN2020edq,,,,,0.1,180.4196125,-16.802855555555556,SNIa,Ia,0,44.44080904632976
1963,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aaqepvb,,,,,,,,,,,SN2020edr,,,,,0.015,270.06270416666666,-3.998844444444445,SNII,II,2,9.488409698843212
1990,,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",SCAT,ATLAS; GaiaAlerts; ZTF,ZTF20aasdibr,,,,,,,,,,,SN2020eeb,,,,,0.055,122.36625,42.87936111111111,SNIa,Ia,0,31.87377626800159
1999,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF20aasokxu,,,,,,,,,,,SN2020eee,,,,,0.071,180.01489166666667,10.372297222222224,SNIa,Ia,0,69.33095303290432
1989,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF20aasxfcd,,,,,,,,,,,SN2020eei,,,,,0.07,236.77452916666667,8.862430555555555,SNIa,Ia,0,44.725865566916106
7882,,,,,,,,,,,,,,,,,,SN2020ees,1.0,0.0,1.0,0.0,0.026,201.8133,32.03363,SNIa-norm,Ia,0,80.80252440122088
1730,SDSS J150428.71+082141.1,0.067,"ALeRCE, ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aadcbux,,,,,,,,,,,SN2020ef,,,,,0.08,226.11972083333333,8.361597222222223,SNIa,Ia,0,53.378701460165466
2004,SDSS J115248.79+074050.8,0.049,"ALeRCE, ATLAS, ZTF, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aaszzez,,,,,,,,,,,SN2020efe,,,,,0.054,178.20180416666665,7.679752777777778,SNIa,Ia,0,66.09749542478379
1985,SDSS J150450.79+242434.8,0.0404278,"SGLF, ATLAS, ZTF, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aasvmbk,,,,,,,,,,,SN2020egt,,,,,0.04043,226.2108458333333,24.409902777777777,SNIb/c,Ib/c,1,59.92935480646113
1732,WISEA J160647.02+203219.9,0.033326,"ALeRCE, ATLAS, YSE","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF19aczkjxn,,,,,,,,,,,SN2020ej,0.814,0.814,0.014,0.172,0.03333,241.69637916666667,20.53800833333333,SNII,II,2,45.1157027166014
1731,WISEA J153955.65+213835.9,0.03812,"ALeRCE, ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aadccel,,,,,,,,,,,SN2020em,,,,,0.03812,234.98169583333333,21.64296388888889,SNIa,Ia,0,51.421700714050885
6779,,,,,,,ZTF20aattqle,953.94,r,17.914,-18.65,44.365,22.209,22.156,-19.37,0.38,0.11,SN2020eoe,,,,,0.04543,244.51108333333332,18.042166666666667,SNII,II,2,41.779056907069666
1733,2MASX J13391444+3859393,0.080283,"ALeRCE, ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF20aadcitq,862.98,g,18.3707,-19.38,20.343,5.498,14.845,-22.13,1.04,0.023,SN2020es,,,,,0.080283,204.81066666666663,38.99618888888889,SNIa,Ia,0,74.5002148672738
7891,,,,,,,,,,,,,,,,,,SN2020esm,0.955,0.0,0.955,0.045,0.016,211.826088,-5.127117,SNIa-SC,Ia,0,52.89697090688031
7898,,,,,,,,,,,,,,,,,,SN2020evu,1.0,0.0,1.0,0.0,0.093,238.12045,24.494119,SNIa-norm,Ia,0,49.38641116455867
7899,,,,,,,,,,,,,,,,,,SN2020ewx,1.0,0.0,1.0,0.0,0.112,229.327104,13.02275,SNIa-norm,Ia,0,53.136269026799766
6780,,,,,,,ZTF20aattyuz,944.97,g,18.4452,-20.44,35.617,13.262,22.355,-16.59,0.95,0.031,SN2020exj,,,,,0.133,220.66670833333333,30.24416666666667,SLSN-I,SLSN,3,65.46897145309366
6777,,,,,,,ZTF20aatqesi,1051.85,r,17.4265,-18.88,>70.854,27.024,>43.83,-19.68,0.53,0.067,SN2020faa,,,,,0.04106,221.7895,72.73652777777778,SNII,II,2,41.80527699580994
6778,,,,,,,ZTF20aatqidk,955.79,r,18.6784,-17.23,67.758,39.564,28.194,-18.57,0.63,0.098,SN2020fbj,,,,,0.0339,191.94591666666668,22.286222222222225,SNII,II,2,85.08742770708355
7905,,,,,,,,,,,,,,,,,,SN2020fci,1.0,0.0,1.0,0.0,0.055,161.958417,-0.791753,SNIa,Ia,0,49.22545267581804
2010,,,ZTF,ZTF,ZTF,ZTF,ZTF20aattoch,,,,,,,,,,,SN2020fcu,,,,,0.0263,216.0371708333333,12.258713888888888,SNII,II,2,63.678274464699335
2009,,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","Padova-Asiago, ZTF",ATLAS; Pan-STARRS; ZTF,ZTF20aattotq,,,,,,,,,,,SN2020fcw,,,,,0.014397,217.1333625,27.4083,SNIa,Ia,0,68.45620667920805
2007,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aatqgeo,,,,,,,,,,,SN2020fcx,,,,,0.0319,205.0417083333333,23.341538888888888,SNII,II,2,78.35462646254929
7906,,,,,,,,,,,,,,,,,,SN2020fhf,0.992,0.001,0.992,0.007,0.082,227.599858,8.789473,SNIa,Ia,0,52.413077136418416
7907,,,,,,,,,,,,,,,,,,SN2020fhj,1.0,0.0,1.0,0.0,0.087,242.118433,29.012867,SNIc-BL,Ib/c,1,46.81169868967289
2011,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aatulug,945.0,g,18.3341,-19.90,35.18,17.322,17.858,-20.50,0.78,0.07,SN2020fhk,,,,,0.097,245.02397916666663,61.79022222222222,SNIa,Ia,0,41.290587908917516
6782,,,,,,,ZTF20aatzwgk,953.94,r,15.9206,-18.12,22.193,8.742,13.451,-20.77,1.12,0.099,SN2020fhs,,,,,0.01438,240.27616666666663,19.450166666666664,SNIa,Ia,0,46.02884766620011
6781,,,,,,,ZTF20aattztb,998.78,r,18.6918,-19.84,97.801,54.336,43.465,-20.40,0.48,0.093,SN2020fhw,,,,,0.1116,225.1245416666667,17.236250000000002,SNIIn,II,2,58.636183108815004
2005,NGC3690,0.01041,"ALeRCE, XOSS","ZTF, XOSS",Padova-Asiago,XOSS; ZTF,ZTF18aarlpzd,,,,,,,,,,,SN2020fkb,,,,,0.01,172.12681666666666,58.56299444444444,SNIb,Ib/c,1,55.40393254188861
2006,2MASX J11353527+4301219,0.071846,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aatppnn,,,,,,,,,,,SN2020fkg,,,,,0.07182,173.89951666666667,43.01908333333333,SNIa,Ia,0,67.89294514470383
2008,SDSS J131856.18+011338.5,0.119,"ALeRCE, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aatqief,,,,,,,,,,,SN2020flg,,,,,0.08,199.73409583333336,1.2274055555555556,SNIa,Ia,0,63.27231691740949
2013,CGCG 235-032,0.031527,"ALeRCE, ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aatvzmm,,,,,,,,,,,SN2020fob,,,,,0.03151,115.7867,45.36374166666667,SNIa,Ia,0,27.668777948783845
2015,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF20aatxnxq,955.69,g,18.0581,-19.32,27.468,8.562,18.906,-17.85,0.65,0.095,SN2020fqc,,,,,0.065,155.94358333333332,8.941019444444445,SNIa,Ia,0,50.6948414090351
6323,,,,,,,ZTF18aakiwbs,953.94,r,18.2404,-19.08,23.154,14.254,8.9,-21.13,0.92,0.035,SN2020fqi,,,,,0.066,229.40266666666665,57.18497222222222,SNIa,Ia,0,50.41785431375977
2014,CGCG 031-021,0.03878,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF20aatvupb,,,,,,,,,,,SN2020fqo,,,,,0.03878,120.34615833333336,6.1407138888888895,SNII,II,2,18.340872965364543
2016,NGC 4568,0.007522,"ALeRCE, ZTF, ATLAS, Pan-STARRS, YSE, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","None, Padova-Asiago, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF20aatzhhl,962.77,r,15.5188,-17.10,50.511,22.21,28.301,-,-,0.089,SN2020fqv,,,,,0.007522,189.13858333333332,11.231630555555556,SNIIb,Ib/c,1,73.72288378621859
2022,ESO 515- G 004,0.007515,"ALeRCE, GaiaAlerts, ATLAS, ZTF, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS",Global SN Project,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF20aaunfpj,,,,,,,,,,,SN2020fsb,,,,,0.007515,234.765875,-25.974538888888887,SNII,II,2,23.31263407213265
7912,,,,,,,,,,,,,,,,,,SN2020fsd,0.999,0.0,0.999,0.001,0.114,194.681952,-2.286453,SNIa,Ia,0,60.53285908762298
2021,WISEA J123157.79-203303.8,0.044671,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aaumnfl,,,,,,,,,,,SN2020fsl,,,,,0.044671,187.99084166666665,-20.55038888888889,SNIa,Ia,0,42.08878478473883
2019,WISEA J133119.09-270742.0,0.04331,"ALeRCE, ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aaumlmu,,,,,,,,,,,SN2020fsv,,,,,0.04331,202.828275,-27.12755,SNII,II,2,34.90439138364431
2020,WISEA J125303.79-152701.4,0.042993,"ALeRCE, Pan-STARRS, ATLAS, ZTF","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aaummmc,,,,,,,,,,,SN2020ftd,,,,,0.042446,193.269,-15.451527777777777,SNIa,Ia,0,47.418364368470016
2018,,,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aaukudw,,,,,,,,,,,SN2020ftg,,,,,0.05,128.23632083333334,-5.666666666666667,SNIa,Ia,0,19.54420471973251
6783,,,,,,,ZTF20aaumsrr,955.8,g,14.2213,-18.32,14.263,3.026,11.237,-,-,0.052,SN2020ftl,,,,,0.0073,185.01570833333332,5.343305555555555,SNIa,Ia,0,66.96891129252461
2017,,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF20aaullwp,,,,,,,,,,,SN2020fvo,,,,,0.024,171.10165416666666,-8.269383333333334,SNIa,Ia,0,48.79933214393401
2027,,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aauombk,955.9,g,16.8719,-19.38,22.182,7.813,14.369,-18.81,0.54,0.095,SN2020fwn,,,,,0.0389,223.9763583333333,17.60643055555556,SNIa,Ia,0,59.78751628172941
2031,WISEA J153433.10+373155.6,0.064391,"ALeRCE, ATLAS, Pan-STARRS, ZTF, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","SIRAH, ZTF",ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF20aauowam,956.87,g,17.7701,-19.51,22.049,5.968,16.081,-20.96,0.71,0.044,SN2020fxa,,,,,0.064,233.63766666666663,37.533830555555554,SNIa,Ia,0,54.31413411629143
7915,,,,,,,,,,,,,,,,,,SN2020fxe,1.0,0.0,1.0,0.0,0.094,240.652142,34.135383,SNIa,Ia,0,48.657294941076664
2025,WISEA J145658.85+094031.4,0.085249,"ALeRCE, Pan-STARRS, ATLAS, ZTF","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aauomaf,,,,,,,,,,,SN2020fxi,,,,,0.0852,224.24632083333333,9.675258333333332,SNIa,Ia,0,55.64775934012137
2028,WISEA J195009.93+412200.1,,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aauompx,,,,,,,,,,,SN2020fxl,,,,,0.02,297.539575,41.36637777777778,SNII,II,2,7.589649370027439
2030,WISEA J185949.94+333852.1,,"ALeRCE, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF20aauooag,953.93,g,17.5923,-20.21,20.657,6.635,14.022,-20.75,0.99,0.187,SN2020fxm,,,,,0.075,284.958,33.6479,SNIa,Ia,0,13.033787168037373
2034,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aaupolv,,,,,,,,,,,SN2020fyt,,,,,0.05,180.376425,59.319272222222224,SNIa,Ia,0,56.67224199018721
2033,WISEA J115647.17+522903.7,0.051518,"ALeRCE, ATLAS, ZTF, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF18aajivpr,956.79,r,18.2865,-18.51,22.584,10.642,11.942,-21.20,0.88,0.061,SN2020gaa,,,,,0.0515,179.195425,52.48385833333334,SNIa,Ia,0,62.66385646983995
2035,WISEA J122946.18+424356.1,0.038671,"ALeRCE, ATLAS, Pan-STARRS, ZTF, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF20aauqhka,955.81,g,17.7883,-18.41,51.534,6.705,44.829,-19.95,0.58,0.063,SN2020gac,,,,,0.038671,187.44254166666667,42.73283888888889,SNII,II,2,73.78520139480779
2038,WISEA J195356.53+020405.3,0.025234,ALeRCE,ZTF,ZTF,ZTF,ZTF20aauqtcp,,,,,,,,,,,SN2020gad,,,,,0.02523,298.4853083333333,2.068216666666667,SNIa,Ia,0,-12.891736825315101
2023,SDSS J131603.48+321519.8,0.0660175,"SGLF, ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF20aauoktk,944.94,g,18.5874,-18.63,36.632,1.202,35.43,-19.67,0.35,0.026,SN2020gam,,,,,0.063,199.01458333333332,32.2541,SNII,II,2,82.59593659479286
2036,,,ZTF,ZTF,ZTF,ZTF,ZTF20aauqrpe,,,,,,,,,,,SN2020gaq,,,,,0.08,305.06053749999995,16.608941666666666,SNIa,Ia,0,-11.06490740881628
2012,,,ZTF,ZTF,ZTF,ZTF,ZTF20aauqoim,956.86,g,18.3316,-19.37,25.648,13.73,11.918,-14.55,0.06,0.234,SN2020gar,,,,,0.07,209.49644166666667,-12.620327777777778,SNIa,Ia,0,47.09649049016851
1720,,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF20aaazjwc,,,,,,,,,,,SN2020gc,,,,,0.0422,247.19566666666665,3.8526,SNII,II,2,33.254097969839016
6787,,,,,,,ZTF20aaurucm,962.68,r,18.1905,-19.88,25.332,13.957,11.375,-18.48,0.50,0.113,SN2020gct,,,,,0.09,129.64216666666667,33.83111111111111,SNIa,Ia,0,35.944454452288454
7917,,,,,,,,,,,,,,,,,,SN2020gcv,0.525,0.001,0.525,0.474,0.031,322.8403,9.42999,SNII,II,2,-29.301679263328154
7918,,,,,,,,,,,,,,,,,,SN2020ghq,0.99,0.99,0.005,0.005,0.027,221.335112,38.738408,SNII,II,2,63.579829508892516
6792,,,,,,,ZTF20aauvjws,954.96,r,17.9808,-17.64,35.379,4.544,30.835,-20.56,0.79,0.074,SN2020ghv,,,,,0.0299,215.9440833333333,9.234583333333331,SNII,II,2,61.79810840662899
6805,,,,,,,ZTF20aayxdse,980.9,g,18.5626,-19.48,>24.211,>11.03,13.181,-18.84,0.37,0.125,SN2020gjh,,,,,0.0865,233.533375,22.132666666666665,SNII,II,2,52.849331539770986
6791,,,,,,,ZTF20aauvbez,969.68,r,18.6679,-17.62,39.861,19.881,19.98,-20.35,0.93,0.041,SN2020gjj,,,,,0.04106,156.457375,66.31238888888889,SNII,II,2,44.857903729664066
6786,,,,,,,ZTF20aaurhio,956.89,g,18.2457,-19.52,24.939,5.947,18.992,-19.24,0.84,0.042,SN2020gkp,,,,,0.08,255.13595833333332,36.62622222222223,SNIa,Ia,0,37.17933189846573
6785,,,,,,,ZTF20aaurgib,954.91,g,16.9141,-18.37,25.197,3.144,22.053,-22.30,0.91,0.066,SN2020gpe,,,,,0.02541,249.884625,66.03772222222221,SNII,II,2,37.83674023042873
7924,,,,,,,,,,,,,,,,,,SN2020hau,1.0,0.0,1.0,0.0,0.145,240.767221,27.655239,SNIa,Ia,0,47.73752902561694
6790,,,,,,,ZTF20aauuiri,962.73,g,17.8666,-19.03,>36.837,>21.99,14.847,-19.37,0.40,0.176,SN2020hbe,,,,,0.05,187.147375,-4.0695,SNIa,Ia,0,58.31804342653875
6796,,,,,,,ZTF20aavhixe,966.77,g,17.8205,-19.00,61.073,15.378,45.695,-20.95,0.67,0.079,SN2020hcr,,,,,0.051,208.594125,-5.356999999999999,SNIIn,II,2,54.12776416278478
6788,,,,,,,ZTF20aausxam,962.76,r,18.5938,-18.90,25.679,14.057,11.622,-21.62,0.71,0.046,SN2020hdc,,,,,0.071,168.06995833333332,38.32497222222223,SNIa,Ia,0,66.43827445369529
2043,,,"ZTF, GaiaAlerts","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF18aaoxrup,956.88,g,17.2746,-19.85,14.586,5.558,9.028,-22.60,1.11,0.035,SN2020hdw,,,,,0.06,240.216625,56.3525,SNIa,Ia,0,45.53234251757493
2029,,,ZTF,ZTF,ZTF,ZTF,ZTF20aauonld,956.98,r,17.7747,-19.22,18.685,7.304,11.381,-21.41,1.36,0.215,SN2020hdx,,,,,0.053,254.3120458333333,14.6804,SNIa,Ia,0,31.802105230217023
2040,,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF20aaurfcm,961.96,r,18.7178,-19.36,33.215,10.206,23.009,-23.02,1.01,0.121,SN2020hec,,,,,0.09,262.201575,28.754147222222223,SNIa,Ia,0,29.64422112421914
