,hostname,hostredshift,reporting_groups,data_sources,classifying_groups,associated_groups,ZTFID,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,hostabs,hostcol,A_V,IAUID,Confidence,p_SNII,p_SNIa,p_SNIbc,redshift,RA_deg,Dec_deg,subtype,type,type_code,b
6012,SDSS J004431.01+022608.1,,ALeRCE,ZTF,ZTF,ALeRCE,ZTF23abgpokx,2222.93,g,17.9189,-19.57,25.993,6.154,19.839,-19.50,0.91,0.051,SN2023tso,,,,,0.07,11.129070833333332,2.4356944444444446,SNIa,Ia,0,-60.388999425837156
6000,SDSS J231224.20+174241.3,,ALeRCE,ZTF,ePESSTO+,ALeRCE,ZTF23abfubfc,2216.67,r,18.5459,-19.49,>21.377,>3.84,17.537,-20.77,0.98,0.313,SN2023tsq,,,,,0.082,348.1007875,17.711533333333332,SNIa,Ia,0,-39.13508849193482
7564,,,,,,,ZTF23abhafym,2225.96,r,18.0159,-18.95,18.878,9.598,9.28,-20.78,0.92,0.336,SN2023tsw,,,,,0.05,78.31524999999999,6.1432777777777785,SNIa,Ia,0,-18.58897270636442
7563,,,,,,,ZTF23abgzrmz,2220.89,g,17.7438,-19.45,>19.903,>7.02,12.883,-21.78,0.94,0.12,SN2023tsy,,,,,0.059,7.968541666666667,-3.62825,SNIa,Ia,0,-66.0395392287078
7553,,,,,,,ZTF23abgkmxh,2222.88,r,18.5599,-19.03,21.303,9.364,11.939,-22.04,1.36,0.244,SN2023tth,,,,,0.069,57.58208333333334,27.29730555555556,SNIa,Ia,0,-20.659796594652175
6002,SDSS J173050.65+544335.4,,ALeRCE,ZTF,ZTF,ALeRCE,ZTF23abgovnz,2226.72,r,18.7951,-19.72,>30.403,12.443,>17.96,-20.87,1.25,0.116,SN2023ttq,,,,,0.11,262.7110833333333,54.726419444444446,SNIa,Ia,0,33.31893322684905
7554,,,,,,,ZTF23abgncdh,2224.95,g,18.6762,-19.20,23.437,10.019,13.418,-20.34,0.81,0.129,SN2023tvy,,,,,0.08,118.00754166666668,63.42388888888889,SNIa,Ia,0,30.78727351614978
6006,,,"ZTF, YSE, ATLAS","ZTF, Pan-STARRS, ATLAS",SCAT,ATLAS; Pan-STARRS; YSE; ZTF,ZTF23abgltid,2223.98,r,17.9712,-18.47,20.477,9.723,10.754,-20.96,0.63,0.359,SN2023twb,,,,,0.039,55.83455,-17.702616666666668,SNIa,Ia,0,-49.37436638203182
7573,,,,,,,ZTF23abhzfww,2223.0,r,18.0863,-17.55,>97.901,>0,>97.901,-19.13,0.29,0.09,SN2023twg,,,,,0.03,131.47716666666668,12.786722222222222,SNII,II,2,31.10576616762621
6016,2MASX J09350992+8358225,,"ALeRCE, GaiaAlerts","ZTF, GaiaAlerts",ZTF,ALeRCE; GaiaAlerts,ZTF23abhvlji,,,,,,,,,,,SN2023tyk,,,,,0.055,143.79808333333332,83.9734611111111,SNIa,Ia,0,30.97671600952011
6015,SDSS J014521.56+193040.2,,"ALeRCE, ATLAS, Pan-STARRS, Fink","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23abhublj,,,,,,,,,,,SN2023tyl,,,,,0.069,26.340079166666666,19.511622222222226,SNIa,Ia,0,-41.5650272939157
7566,,,,,,,ZTF23abhshdk,2231.72,g,17.8927,-18.43,22.336,8.315,14.021,-21.26,1.10,0.111,SN2023tyz,,,,,0.04,359.3222916666666,26.618305555555555,SNIa,Ia,0,-34.698169131333444
7567,,,,,,,ZTF23abhshea,2228.78,r,18.8648,-18.73,>20.873,>6.98,13.893,-20.12,0.52,0.21,SN2023tzc,,,,,0.07,4.136541666666667,23.732138888888887,SNIa,Ia,0,-38.446850057229405
7570,,,,,,,ZTF23abhxbjo,2227.75,r,18.649,-18.83,>16.9,>5.96,>10.94,-21.52,1.19,0.11,SN2023tzx,,,,,0.069,340.87629166666665,-14.810027777777778,SNIa,Ia,0,-57.81889516193219
6021,Gaia DR2 3178642284305147392,,ALeRCE,ZTF,SCAT,ALeRCE,ZTF23abhyssf,2233.94,r,18.4489,-17.36,>29.363,>11.96,17.403,-18.02,0.32,0.122,SN2023uas,,,,,0.032,66.58248333333334,-11.988919444444443,SNII,II,2,-37.57710322473169
6020,SDSS J205303.65+264238.5,,"ALeRCE, ATLAS, Fink, GOTO","ZTF, ATLAS, GOTO",SCAT,ALeRCE; ATLAS; Fink; GOTO,ZTF23abhwhho,2230.7,r,18.1024,-19.04,21.449,6.846,14.603,-19.86,0.33,0.656,SN2023uay,,,,,0.048,313.26501249999995,26.711316666666665,SNIa,Ia,0,-11.385306082714557
6017,2MASX J17402216+0924463,,"ALeRCE, ATLAS, Fink, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",SCAT,ALeRCE; ATLAS; Fink; GaiaAlerts,ZTF23abhvsbo,,,,,,,,,,,SN2023uba,,,,,0.022,265.0902916666667,9.41315,SNIa,Ia,0,20.03104999109887
6018,SDSS J172348.49-005851.5,,ALeRCE,ZTF,SCAT,ALeRCE,ZTF23abhvrhm,,,,,,,,,,,SN2023ubd,,,,,0.055,260.9526166666667,0.9823694444444444,SNIc,Ib/c,1,19.86605886433469
6023,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",,ATLAS; GaiaAlerts; ZTF,ZTF23abhzxwm,,,,,,,,,,,SN2023ucy,,,,,0.0152,285.42495833333334,40.75161111111111,SNII,II,2,15.514326213622606
6019,,,"ZTF, ATLAS","ZTF, ATLAS",SCAT,ATLAS; ZTF,ZTF23abhvuft,2233.65,r,15.7084,-18.61,21.355,8.161,13.194,-20.66,0.93,0.339,SN2023uda,,,,,0.01489,306.67786666666666,10.694966666666668,SNIa,Ia,0,-15.577817850996247
6022,,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF23abhyroo,2235.93,r,18.7297,-17.23,39.72,13.818,25.902,-20.73,0.87,0.254,SN2023udb,,,,,0.0326590016,66.27410416666666,-10.314455555555556,SNII,II,2,-37.122602505416346
7555,,,,,,,ZTF23abgnfdv,2224.89,r,18.316,-18.84,20.589,8.61,11.979,-21.83,0.97,0.564,SN2023udv,,,,,0.05,58.672375,7.33125,SNIa,Ia,0,-33.8532542474816
7568,,,,,,,ZTF23abhtsna,2236.64,r,18.5905,-19.13,26.08,12.091,13.989,-14.62,-0.01,0.354,SN2023ugb,,,,,0.07,330.3234583333333,37.64636111111111,SNIa,Ia,0,-13.930400982629237
7580,,,,,,,ZTF23abioirc,2259.86,r,18.8907,-17.94,>97.84,>34.97,>62.87,-17.08,0.38,0.765,SN2023ugq,,,,,0.04,58.662375,1.6465833333333333,SNII,II,2,-37.37850573445589
7571,,,,,,,ZTF23abhxvly,2233.95,r,18.3854,-19.52,26.283,11.18,15.103,-20.03,0.38,0.613,SN2023uik,,,,,0.069,30.5425,54.20891666666667,SNIa,Ia,0,-7.240069433113165
7565,,,,,,,ZTF23abhailb,2228.94,g,18.6621,-18.67,65.911,12.844,53.067,-18.86,0.53,0.367,SN2023ujs,,,,,0.055,83.63024999999999,-13.81825,SNII,II,2,-23.175026579616777
7576,,,,,,,ZTF23abieafn,2235.01,r,18.1186,-19.37,>27.976,>11,16.976,-20.68,0.88,0.056,SN2023uky,,,,,0.07066,146.51716666666667,28.25138888888889,SNIa,Ia,0,49.20478572701552
7569,,,,,,,ZTF23abhvkby,2228.92,g,18.508,-19.16,>21.023,>8,13.023,-21.54,1.20,0.279,SN2023ulc,,,,,0.067,104.91354166666667,30.912777777777777,SNIa,Ia,0,15.166318606837066
7578,,,,,,,ZTF23abigzke,2235.83,g,18.3285,-19.74,25.099,8.948,16.151,-21.71,1.27,0.073,SN2023ulg,,,,,0.09,19.684083333333334,-23.5285,SNIa,Ia,0,-82.85995883711206
7579,,,,,,,ZTF23abiljba,2232.76,r,18.8852,-17.84,13.488,8.004,5.484,-22.29,-0.36,0.056,SN2023ulo,,,,,0.05,8.591916666666666,2.442916666666667,SNIa,Ia,0,-60.14385576182442
7584,,,,,,,ZTF23abjazdg,2244.65,g,17.5219,-19.61,26.839,11.026,15.813,-21.37,0.70,0.13,SN2023ulq,,,,,0.0571,336.1085833333333,-11.924138888888889,SNIa,Ia,0,-52.36572898072028
6034,,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF23abivuzt,2232.68,r,17.6724,-18.19,>28.273,>5.95,22.323,-21.91,1.06,0.158,SN2023uma,,,,,0.0323759988,344.2919708333333,8.505322222222222,SNIa,Ia,0,-44.87795117364623
6032,2MASX J21101185+2428541,,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23abivaby,2242.68,g,17.5831,-19.56,24.5,11.506,12.994,-21.66,0.71,0.346,SN2023umn,,,,,0.051,317.54514166666667,24.482202777777776,SNIa,Ia,0,-15.781394598831794
7581,,,,,,,ZTF23abivscl,2238.67,r,17.3869,-18.04,18.488,8.879,9.609,-20.81,0.72,0.086,SN2023umr,,,,,0.0273,344.9304583333333,-25.934166666666663,SNIax,Ia,0,-65.03466174513123
6623,,,,,,,ZTF19abnggdt,2222.73,r,17.1243,-19.06,21.969,8.049,13.92,-20.84,1.06,0.139,SN2023ung,,,,,0.03779,328.59029166666664,9.103333333333332,SNIa,Ia,0,-33.8569650783677
7594,,,,,,,ZTF23abjqxbe,2236.94,g,18.1862,-19.04,>22.974,>6,16.974,-14.13,0.13,0.122,SN2023upt,,,,,0.06,67.11408333333333,-17.890888888888888,SNIa,Ia,0,-39.40932857983084
7575,,,,,,,ZTF23abiahyg,2239.85,r,18.6831,-19.20,25.68,14.035,11.645,-21.01,0.97,0.193,SN2023uqe,,,,,0.08,20.558666666666667,33.507583333333336,SNIa,Ia,0,-28.925302073090958
7574,,,,,,,ZTF23abhzoyw,2232.95,g,18.3005,-19.10,>22.116,>9.98,12.136,-21.07,1.27,0.097,SN2023uqi,,,,,0.06565,121.51337499999998,19.80708333333333,SNIa,Ia,0,24.982053911564996
6029,SDSS J174747.56+642057.2,,"ALeRCE, ATLAS","ZTF, ATLAS",,ALeRCE; ATLAS,ZTF23abijopy,2244.68,r,17.51,-18.76,34.1,14.401,19.699,-13.20,0.14,0.094,SN2023uqu,,,,,0.04,266.9492916666667,64.34923333333333,SNIa,Ia,0,31.10836224886257
9277,SDSS J235224.14+171953.7,0.07683093,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",SCAT,ALeRCE; ATLAS; Pan-STARRS,ZTF19absymnz,2245.69,r,18.7,-19.02,>16.76,>2.82,>13.94,-21.95,1.11,0.107,SN2023uqw,,,,,0.077,358.1001791666667,17.33183888888889,SNIa,Ia,0,-43.29117962638692
7585,,,,,,,ZTF23abjdrvd,2244.75,r,18.2677,-18.55,>23.492,>13.9,9.592,-22.09,0.95,0.442,SN2023urr,,,,,0.045,33.115875,11.28675,SNIa,Ia,0,-46.8488462848972
7591,,,,,,,ZTF23abjhwem,2259.94,r,16.514,-20.88,66.342,25.02,41.322,-19.79,0.65,0.377,SN2023usc,,,,,0.06,80.38183333333333,0.4723888888888889,SNIIn,II,2,-19.663282312935443
7572,,,,,,,ZTF23abhyxpr,2241.95,g,17.6724,-16.00,>28.838,>18.99,9.848,-,-,0.107,SN2023usf,,,,,0.01189,124.348,21.69461111111111,SNIb,Ib/c,1,28.130536191832533
6033,,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23abjehlx,2239.63,r,18.4393,-18.15,>29.994,>10.98,19.014,-19.39,0.47,0.411,SN2023ush,,,,,0.041,289.6058041666667,34.822475000000004,SNII,II,2,10.052768306022095
7587,,,,,,,ZTF23abjfrbi,2242.83,g,17.0293,-19.78,24.094,8.137,15.957,-19.48,0.90,0.106,SN2023usl,,,,,0.05,6.210166666666667,-13.321166666666668,SNIa,Ia,0,-74.85754189166376
7558,,,,,,,ZTF23abgnxri,2222.02,r,17.9874,-20.01,>73.984,>10,63.984,-21.42,0.83,0.093,SN2023usm,,,,,0.0877,141.81391666666664,13.955833333333333,SNIIn,II,2,40.76759605669975
7586,,,,,,,ZTF23abjfpng,2239.78,g,17.835,-19.05,26.922,8.984,17.938,-21.86,0.74,0.201,SN2023usv,,,,,0.049,4.823416666666666,39.832972222222224,SNII,II,2,-22.621570027878352
7599,,,,,,,ZTF23abjzkqu,2236.91,g,17.8375,-19.36,>17.777,>3.95,13.827,-,-,0.156,SN2023uti,,,,,0.058,110.52354166666666,19.59083333333333,SNIa,Ia,0,15.34993964820843
7592,,,,,,,ZTF23abjieca,2236.93,g,18.8412,-19.25,>24.259,>8.01,16.249,-19.07,0.38,0.092,SN2023utk,,,,,0.09,119.51283333333332,27.00183333333333,SNIa,Ia,0,25.73922273243527
7582,,,,,,,ZTF23abiwnpj,2235.75,r,18.8474,-19.37,>22.943,>8.96,13.983,-20.42,0.62,0.168,SN2023utw,,,,,0.094,7.974625,36.991,SNIa,Ia,0,-25.716435255434963
6044,WISEA J095358.67-062604.9,,"ALeRCE, Pan-STARRS, GaiaAlerts, ATLAS","ZTF, Pan-STARRS, GaiaAlerts, ATLAS",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS,ZTF23abjstcg,2245.0,r,18.7285,-15.46,>77.91,>13.99,>63.92,-17.21,0.66,0.17,SN2023uvb,,,,,0.015,148.49395833333332,-6.436338888888889,SNII,II,2,35.52943446732859
6043,SDSS J093715.19+233526.1,0.02514863,"ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23abjrolk,2235.01,r,18.1858,-17.07,>14.059,>4.05,10.009,-22.50,1.32,0.094,SN2023uvg,,,,,0.0251739994,144.31570416666665,23.586669444444443,SNIc,Ib/c,1,46.256677225992895
6042,Z  34-1,0.02676,"ALeRCE, GOTO, YSE, Pan-STARRS","ZTF, GOTO, Pan-STARRS",SCAT,ALeRCE; GOTO; Pan-STARRS; YSE,ZTF23abjrolf,2244.98,r,18.1396,-17.28,>28.713,>14.02,14.693,-21.03,0.62,0.102,SN2023uvh,,,,,0.027,136.97987083333336,3.277575,SNIIb,Ib/c,1,31.633094449118563
6038,SDSS J031925.31+431412.9,,"ALeRCE, YSE, ATLAS, Fink","ZTF, Pan-STARRS, ATLAS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS; YSE,ZTF23abjpcza,2238.86,r,18.4912,-18.70,20.036,7.184,12.852,-20.33,0.84,0.501,SN2023uvj,,,,,0.052,49.85565833333333,43.235775,SNIa,Ia,0,-11.859102746059701
6028,MCG+11-19-032,0.03124,ALeRCE,ZTF,ZTF,ALeRCE,ZTF23abikioc,,,,,,,,,,,SN2023uvr,,,,,0.0312450007,239.45235,64.00770833333333,SNIb,Ib/c,1,42.67878869414903
6048,MCG+12-11-005,,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF23abjyups,2250.95,g,16.4506,-19.59,23.803,11.817,11.986,-21.55,0.78,0.222,SN2023uwf,,,,,0.033,164.773925,73.03950555555555,SNIa,Ia,0,41.69769314006971
6047,WISEA J065607.65+395811.0,,"ALeRCE, ATLAS, Fink, GOTO","ZTF, ATLAS, GOTO",SCAT,ALeRCE; ATLAS; Fink; GOTO,ZTF23abjyjpb,2241.95,g,17.284,-19.66,23.127,8.661,14.466,-21.52,0.88,0.219,SN2023uwh,,,,,0.05,104.03354583333332,39.96996666666667,SNIa,Ia,0,17.87209779236449
6037,SDSS J234240.92+411134.6,,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; Fink,ZTF23abjwegr,2242.82,g,18.3338,-19.73,23.324,8.44,14.884,-18.94,0.26,0.402,SN2023uwm,,,,,0.075,355.669775,41.193147222222215,SNIa,Ia,0,-19.845484810925704
6045,WISEA J194627.82+050854.4,,"ALeRCE, ATLAS, GOTO, Fink","ZTF, ATLAS, GOTO",SCAT,ALeRCE; ATLAS; Fink; GOTO,ZTF23abjtozz,2239.62,r,18.0011,-18.23,>25.24,>7.97,17.27,-19.88,0.45,0.549,SN2023uws,,,,,0.033,296.616375,5.1477,SNIa,Ia,0,-9.780586207258198
6031,WISEA J070700.37+270408.1,,ALeRCE,ZTF,ZTF,ALeRCE,ZTF18aafdigb,2233.99,r,18.4717,-18.85,>26.614,>8.09,18.524,-21.28,1.20,0.158,SN2023uxa,,,,,0.063,106.75175,27.068966666666668,SNIa,Ia,0,15.14700982969864
7588,,,,,,,ZTF23abjfuhi,2242.86,g,18.3018,-19.74,24.364,10.886,13.478,-21.20,0.56,0.052,SN2023uxr,,,,,0.09,22.67895833333333,-14.722027777777775,SNIa,Ia,0,-74.587757387688
7583,,,,,,,ZTF23abizggb,2234.64,r,18.2415,-18.52,21.662,5.666,15.996,-20.59,1.25,0.09,SN2023uyo,,,,,0.05,257.305,76.85730555555556,SNIa,Ia,0,32.095578849606696
6053,SDSS J074343.73+342230.2,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23abkhwgb,,,,,,,,,,,SN2023vbg,,,,,0.0173,115.932425,34.37501666666667,SNIIn,II,2,25.06226780683358
6050,WISEA J064249.33+414440.7,,"ALeRCE, ATLAS, Fink, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ALeRCE; ATLAS; Fink; GaiaAlerts,ZTF23abkdzxh,2238.99,r,18.2579,-17.74,>24.915,>6.1,18.815,-18.55,0.51,0.388,SN2023vbl,,,,,0.0315,100.70616666666668,41.74398055555556,SNII,II,2,16.179352545587374
6040,SDSS J081504.47+571050.7,,"ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",SGLF,ALeRCE; ATLAS; Pan-STARRS,ZTF23abjrdem,,,,,,,,,,,SN2023vbw,,,,,0.084,123.76815,57.18211111111111,SNIIP,II,2,33.73465093953499
6036,SDSS J022245.94+262734.0,,"ALeRCE, ATLAS, GOTO, Pan-STARRS","ZTF, ATLAS, GOTO, Pan-STARRS",,ALeRCE; ATLAS; GOTO; Pan-STARRS,ZTF23abjikaf,2252.81,r,18.1848,-17.79,26.997,18.002,8.995,-,-,0.247,SN2023vbx,,,,,0.033,35.6918,26.45988333333333,SNIIn,II,2,-32.08352887038756
7595,,,,,,,ZTF23abjthou,2233.72,g,18.4162,-18.54,>18.612,>2.09,16.522,-17.73,0.75,0.23,SN2023vcc,,,,,0.05,289.89933333333335,57.73686111111111,SNII,II,2,19.10839347854968
6055,,,"ZTF, Pan-STARRS, ATLAS, GaiaAlerts, ILMT","ZTF, Pan-STARRS, ATLAS, GaiaAlerts, ILMT",NUTS,ATLAS; GaiaAlerts; ILMT; Pan-STARRS; ZTF,ZTF23abjwgre,,,,,,,,,,,SN2023vcg,,,,,0.0231,359.0244583333333,29.377919444444444,SNIIP,II,2,-31.961377190997656
7601,,,,,,,ZTF23abkgdei,2238.98,r,18.05,-17.94,>16.73,>6.04,10.69,-20.91,1.09,0.089,SN2023vch,,,,,0.03516,78.65291666666667,-23.807277777777777,SNIa-pec,Ia,0,-31.193575402680295
6052,,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF23abkhajf,2326.89,r,18.0515,-17.21,77.742,46.764,30.978,-19.31,0.75,0.094,SN2023vcj,,,,,0.0252170004,118.81629583333331,53.74656388888889,SNIIP,II,2,30.823595469890392
6051,,,"ZTF, Fink, ATLAS","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23abjzkmx,2241.93,r,18.4732,-16.09,27.58,7.43,20.15,-,-,0.198,SN2023vck,,,,,0.0175989997,107.32714583333332,20.633825,SNIb,Ib/c,1,13.036152313823244
7589,,,,,,,ZTF23abjhbcr,2234.83,g,18.2981,-21.14,20.899,4.66,16.239,-20.67,1.54,0.072,SN2023vco,,,,,0.167,35.82804166666667,-21.054694444444443,SLSN-I,SLSN,3,-68.20812661350969
6026,,,Fink,ZTF,ZTF,Fink,ZTF23abihavc,2237.7,r,18.9565,-19.46,21.83,10.635,11.195,-21.80,1.15,0.408,SN2023vcv,,,,,0.094,353.6650708333333,46.657555555555554,SNIa,Ia,0,-14.197842669161146
6027,,,Fink,ZTF,ZTF,Fink,ZTF23abijnsm,2237.64,g,18.3913,-19.50,24.955,8.923,16.032,-21.04,1.06,0.165,SN2023vcx,,,,,0.079,279.68454999999994,37.23268055555556,SNIa,Ia,0,18.369252432249056
6035,,,Fink,ZTF,ZTF,Fink,ZTF23abjexnw,2242.82,g,17.5097,-19.52,24.58,9.717,14.863,-,-,0.322,SN2023vcz,,,,,0.049,357.2525,43.0664,SNIa,Ia,0,-18.351941134393904
6054,UGC 11403,0.055721,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; Fink,ZTF23abkixfb,2249.68,r,18.7749,-18.31,>120.567,>16.05,104.517,-23.13,0.88,0.273,SN2023vdm,,,,,0.054171,286.5177208333333,40.883113888888886,SNII,II,2,14.804221975174817
7593,,,,,,,ZTF23abjpakq,2244.84,r,18.7267,-19.37,25.87,11.883,13.987,-21.55,0.76,0.142,SN2023vey,,,,,0.09,74.8905,-5.913222222222222,SNIa,Ia,0,-27.526189574166146
7596,,,,,,,ZTF23abjunlm,2249.69,r,17.1266,-18.19,21.416,14.723,6.693,-19.06,0.47,0.081,SN2023vez,,,,,0.026,5.078541666666666,-14.538694444444443,SNIax,Ia,0,-75.47189833301135
7597,,,,,,,ZTF23abjuygh,2250.68,g,18.251,-19.71,34.661,12.229,22.432,-21.35,1.20,0.159,SN2023vha,,,,,0.082,11.383166666666666,31.007555555555555,SNIa,Ia,0,-31.847111855464668
6060,UGC  7357,0.0223,"ALeRCE, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ALeRCE; ATLAS; GaiaAlerts,ZTF23aazprcc,2248.04,r,18.0266,-16.95,>22.01,>12.01,>10,-,-,0.073,SN2023vhb,,,,,0.0222890005,184.80491666666663,22.42845,SNII,II,2,81.3107078229851
7577,,,,,,,ZTF23abiearq,2238.95,g,17.4636,-19.39,25.047,11.03,14.017,-19.39,0.61,0.068,SN2023vhk,,,,,0.052,151.23466666666667,27.481666666666666,SNIa,Ia,0,53.18985084165809
6058,LEDA  865169,,ALeRCE,ZTF,ZTF,ALeRCE,ZTF23ablimhl,2245.75,r,18.5107,-19.51,20.237,7.18,13.057,-21.43,1.23,0.047,SN2023vht,,,,,0.09,19.299716666666665,-18.67172777777778,SNIa,Ia,0,-79.67501221526348
7605,,,,,,,ZTF23ablrwcj,2246.84,r,17.5908,-17.59,13.449,6.635,6.814,-20.89,1.49,0.735,SN2023vjh,,,,,0.019,60.66320833333333,25.233472222222225,SNIa-91bg,Ia,0,-20.264202846115367
6063,LEDA  153283,0.05628,"ALeRCE, ATLAS","ZTF, ATLAS",ePESSTO+,ALeRCE; ATLAS,ZTF23ablutgq,2245.01,g,18.9236,-18.29,>21.379,>8.04,13.339,-21.43,0.90,0.231,SN2023vke,,,,,0.056,133.5835541666667,-13.076975,SNIIn,II,2,19.860795238455346
7606,,,,,,,ZTF23ablspnz,2245.01,g,17.798,-18.40,23.885,6.783,17.102,-13.00,0.05,0.248,SN2023vkz,,,,,0.035,127.15070833333334,57.20883333333334,SNII,II,2,35.56350266362804
6046,,,Fink,ZTF,ZTF,Fink,ZTF23abjvuwc,2252.8,r,18.2065,-19.65,112.205,19.156,93.049,-21.29,0.60,0.925,SN2023vlp,,,,,0.06,21.053566666666665,79.9458,SNIIn,II,2,17.16915074285089
6591,,,,,,,ZTF19abgafkt,2250.7,g,18.1968,-19.63,>31.666,13.696,>17.97,-20.57,0.84,0.133,SN2023vof,,,,,0.078,24.901416666666663,29.602611111111116,SNIa,Ia,0,-32.10988499908692
6067,SDSS J094508.97+683540.4,0.01481675,"ALeRCE, ATLAS, MASTER, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, MASTER, GaiaAlerts, Pan-STARRS","LiONS, ZTF",ALeRCE; ATLAS; GaiaAlerts; MASTER; Pan-STARRS,ZTF23abmoxlu,2250.93,r,16.7693,-17.49,32.408,9.257,23.151,-,-,0.279,SN2023vog,,,,,0.014817,146.290125,68.58658888888888,SNII,II,2,40.38262789134497
6062,SDSS J224012.90+193024.7,,"ALeRCE, ATLAS, YSE","ZTF, ATLAS, Pan-STARRS",,ALeRCE; ATLAS; Pan-STARRS; YSE,ZTF23ablpfnb,2254.67,g,17.0595,-18.91,25.729,10.344,15.385,-17.89,0.29,0.109,SN2023vpd,,,,,0.034,340.0537791666667,19.506816666666666,SNIa,Ia,0,-33.56262461922669
7604,,,,,,,ZTF23ablkbom,2259.84,r,17.3636,-20.06,41.985,13.072,28.913,-16.77,0.38,0.411,SN2023vpe,,,,,0.06,46.52854166666666,16.255388888888888,SNIa-SC,Ia,0,-35.69333096289717
6057,SDSS J075522.94+115652.1,,"ALeRCE, Fink, Pan-STARRS","ZTF, Pan-STARRS",ZTF,ALeRCE; Fink; Pan-STARRS,ZTF23ablavhx,2246.0,r,18.7101,-19.56,23.929,7.452,16.477,-20.58,0.66,0.075,SN2023vpf,,,,,0.1,118.84575833333334,11.947972222222225,SNIa,Ia,0,19.523798500655577
6056,WISEA J213036.09-130711.4,,ALeRCE,ZTF,ePESSTO+,ALeRCE,ZTF23abkklxm,,,,,,,,,,,SN2023vpg,,,,,0.081,322.65045416666663,-13.119666666666667,SNIa,Ia,0,-41.16402406123411
7600,,,,,,,ZTF23abkbieh,2246.86,g,18.0883,-19.15,24.813,9.642,15.171,-21.07,0.78,0.224,SN2023vpo,,,,,0.057,7.204166666666668,13.08627777777778,SNIa,Ia,0,-49.41247682912229
7590,,,,,,,ZTF23abjhvzr,2239.96,g,18.3057,-19.32,22.045,8.079,13.966,-20.31,1.00,0.117,SN2023vpt,,,,,0.072,74.50433333333334,-5.6826944444444445,SNIa,Ia,0,-27.759465281984227
7603,,,,,,,ZTF23abktfjr,2250.74,r,18.1714,-19.40,21.941,11.003,10.938,-22.22,0.86,0.175,SN2023vqn,,,,,0.07,343.13216666666665,18.23513888888889,SNIa,Ia,0,-36.25380869582152
6074,SDSS J122500.44+283330.9,0.03015276,"ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS,ZTF23abncsdu,,,,,,,,,,,SN2023vsr,,,,,0.030153,186.250875,28.55528888888889,SNII,II,2,83.98563913096156
6024,,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF23abhzlbh,2233.0,r,18.6947,-19.35,>26.75,>10.03,16.72,-16.76,0.69,0.08,SN2023vtd,,,,,0.09,120.79992916666669,1.7610472222222222,SNIa,Ia,0,16.739755005501294
7557,,,,,,,ZTF23abgnvya,2222.02,r,18.3908,-18.38,16.603,9.753,6.85,-20.22,0.59,0.037,SN2023vtj,,,,,0.05131,153.6909583333333,36.68647222222222,SNIa-CSM,Ia,0,55.66397878614608
5971,,,ZTF,ZTF,SGLF,ZTF,ZTF23abcvbqq,2245.79,g,18.9075,-23.13,77.478,32.551,44.927,-23.30,2.03,0.241,SN2023vto,,,,,0.4846,6.144620833333334,47.22265277777778,SLSN-II,II,2,-15.402537125346031
