hostname,hostredshift,reporting_groups,data_sources,classifying_groups,associated_groups,ZTFID,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,hostabs,hostcol,b,A_V,IAUID,Confidence,p_SNII,p_SNIa,p_SNIbc,redshift,RA_deg,Dec_deg,subtype,type,type_code
,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF23aadqctr,,,,,,,,,,,,SN2023dpf,,,,,0.053,233.00742916666667,4.851947222222222,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF23aacgjgl,,,,,,,,,,,,SN2023eaj,,,,,0.0335,296.20595833333334,44.725569444444446,SNII,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aadqhae,2056.98,r,18.2738,-19.20,51.926,34.984,16.942,-21.40,0.64,15.77880219,0.273,SN2023egs,,,,,0.0647,297.9985291666667,59.10280277777778,SNIa,Ia,0
MCG+08-24-104,0.05817,"ALeRCE, GaiaAlerts, Pan-STARRS, ATLAS","ZTF, GaiaAlerts, Pan-STARRS, ATLAS",TCD,ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS,ZTF23aadrudf,2042.86,g,17.863,-18.87,21.752,8.511,13.241,-21.54,1.15,69.24332439,0.043,SN2023ees,,,,,0.05,199.62341666666669,47.19356111111111,SNIa,Ia,0
SDSS J141433.89+232237.3,0.08145768,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",SCAT,ALeRCE; ATLAS; Pan-STARRS,ZTF23aadsjsz,,,,,,,,,,,,SN2023dyb,,,,,0.081,213.64512499999998,23.379105555555554,SNIa,Ia,0
WISEA J065037.01+163350.7,,"ALeRCE, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ALeRCE; ATLAS; GaiaAlerts,ZTF23aadszza,,,,,,,,,,,,SN2023eah,,,,,0.057,102.6545,16.565538888888888,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",TCD,ATLAS; ZTF,ZTF23aadtfgp,2036.79,g,17.8372,-19.43,>22.2,>6.11,16.09,-18.03,0.75,16.31207364,0.149,SN2023els,,,,,0.06,111.41595416666667,20.072019444444443,SNIa,Ia,0
Mrk   26,0.030458,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23aadtrws,2036.73,r,18.7976,-16.82,>19.852,>5.88,13.972,-20.36,0.37,48.00390296,0.03,SN2023eaf,,,,,0.0304,152.96347916666667,58.89134444444444,SNIIb,Ib/c,1
,,ZTF,ZTF,ZTF,ZTF,ZTF23aadtvmb,2059.77,r,18.9549,-20.20,>55.87,>28.91,>26.96,-22.37,0.93,29.46016847,0.091,SN2023emr,,,,,0.148,121.31896666666668,81.719125,SNIIn,II,2
,,"ZTF, GaiaAlerts, ATLAS, Pan-STARRS","ZTF, GaiaAlerts, ATLAS, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF23aadruma,2042.82,r,18.4053,-16.52,>41.13,>11.87,29.26,-11.85,0.17,63.88694055,0.05,SN2023ebb,,,,,0.022,171.1445,46.89366111111111,SNII,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18aaqjqqc,2036.92,r,18.0997,-18.59,>17.594,>5.96,11.634,-21.42,0.61,80.24484867,0.058,SN2023emb,,,,,0.049154,181.90302916666667,26.987494444444444,SNIa,Ia,0
SDSS J073843.44+483418.6,,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF23aadvulr,2043.69,r,17.7053,-19.13,28.622,7.925,20.697,-18.84,0.67,27.54773139,0.237,SN2023eco,,,,,0.049,114.67681666666667,48.57048888888889,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","None, ZTF, Padova-Asiago",ATLAS; Pan-STARRS; ZTF,ZTF23aadvtxf,2036.71,r,17.027,-18.38,>13.328,>5.04,8.288,-20.52,1.14,33.61540184,0.135,SN2023eav,,,,,0.026563,123.60542499999997,58.29993888888889,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, DESIRT","ZTF, ATLAS, DESIRT",ZTF,ATLAS; DESIRT; Fink; ZTF,ZTF23aadwfed,2045.73,r,18.0908,-19.21,23.607,12.651,10.956,-20.35,0.90,44.31019092,0.127,SN2023eau,,,,,0.063,160.3738875,-6.044116666666667,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aadwhmn,2043.83,g,18.4462,-19.20,17.602,7.664,9.938,-20.84,1.08,54.58395062,0.036,SN2023elu,,,,,0.076,161.40840416666666,54.03341388888889,SNIa,Ia,0
SDSS J102648.64+314622.9,,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF23aadwigb,2042.8,r,17.6426,-19.13,20.897,7.633,13.264,-18.03,0.66,58.320187,0.054,SN2023ecj,,,,,0.051,156.70267083333334,31.773016666666667,SNIa,Ia,0
SDSS J102125.67+243034.3,,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23aadwitm,2046.77,g,18.1386,-19.26,21.209,10.227,10.982,-18.35,0.33,56.26298531,0.056,SN2023eci,,,,,0.067,155.35734166666666,24.5088,SNIa,Ia,0
SDSS J104603.02+182820.1,,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF23aadwiyy,2046.71,g,18.0628,-19.59,25.112,9.143,15.969,-16.00,0.90,59.92782551,0.088,SN2023ech,,,,,0.074,161.51255833333335,18.472424999999998,SNIa,Ia,0
SDSS J105415.05+275255.2,0.06413823,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF23aadxrid,2044.7,r,18.1934,-19.08,21.002,7.515,13.487,-20.77,0.85,64.06601819,0.052,SN2023eca,,,,,0.06414,163.56315833333335,27.88199722222222,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",TCD,ATLAS; Pan-STARRS; ZTF,ZTF23aaeardk,2044.79,g,18.4881,-19.29,24.782,6.869,17.913,-19.41,0.84,67.02526211,0.046,SN2023exl,,,,,0.08,182.61405,6.321266666666666,SNIa,Ia,0
SDSS J132433.39+163240.5,0.08224391,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF23aaeauii,2042.84,r,18.5218,-19.32,22.066,6.211,15.855,-20.87,0.58,76.93103816,0.079,SN2023een,,,,,0.082,201.13995,16.546188888888892,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",SGLF,ATLAS; ZTF,ZTF23aaecexq,2057.92,r,18.8601,-18.52,75.157,21.195,53.962,-15.94,0.64,55.33281095,0.06,SN2023erg,,,,,0.067,232.5235,35.6722,SNIIn,II,2
MCG+03-39-007,0.04274,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",UCSC,ALeRCE; ATLAS; Pan-STARRS,ZTF23aaeavsv,,,,,,,,,,,,SN2023edb,,,,,0.0441,227.04492916666666,20.181116666666668,SNII,II,2
SDSS J150514.53+203454.8,,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF23aaeavsh,2044.83,g,18.0631,-19.35,>24.053,>12,12.053,-19.83,0.90,58.81168393,0.097,SN2023eem,,,,,0.066,226.31057500000003,20.58199722222222,SNIa,Ia,0
2MASX J14501843-1231163,0.06906,"ALeRCE, Pan-STARRS","ZTF, Pan-STARRS",ZTF,ALeRCE; Pan-STARRS,ZTF23aaeaxgr,,,,,,,,,,,,SN2023eei,,,,,0.08,222.5774875,-12.521480555555556,SNIa,Ia,0
WISEA J160037.32+194253.7,,"ALeRCE, ATLAS, YSE, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",UCSC,ALeRCE; ATLAS; Pan-STARRS; YSE,ZTF23aaecgwh,2044.9,r,18.6404,-17.72,>32.806,>11.98,20.826,-23.20,1.12,46.22305259,0.099,SN2023eeb,,,,,0.0415,240.1555375,19.714480555555554,SNIc,Ib/c,1
,,"ZTF, Pan-STARRS, ATLAS, Fink","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Fink; Pan-STARRS; ZTF,ZTF23aaejvsg,,,,,,,,,,,,SN2023ere,,,,,0.067,276.37958333333336,30.44736388888889,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aaejvzv,2044.97,g,18.5319,-19.46,>18.03,>2.06,>15.97,-17.12,0.41,41.99913217,0.033,SN2023erb,,,,,0.089,249.4753583333333,43.38572222222222,SNIa,Ia,0
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23aaedrcn,2043.68,r,18.0098,-18.88,>21.515,>6.97,14.545,-,-,38.42543227,0.101,SN2023ema,,,,,0.052971,131.51041666666669,52.53316111111111,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF23aaedsfn,2045.85,g,18.0598,-19.34,20.241,7.995,12.246,-21.07,1.14,34.03963082,0.088,SN2023emc,,,,,0.066,130.10580416666664,71.95608055555556,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aaedrzc,2045.75,r,18.3785,-18.82,20.875,8.608,12.267,-19.26,0.55,27.08258184,0.133,SN2023elt,,,,,0.06,107.64934166666667,70.95295555555556,SNIa,Ia,0
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23aaelxbd,2051.73,r,18.4225,-19.08,>32.305,>7.98,24.325,-,-,33.52148804,0.092,SN2023esn,,,,,0.07,146.689875,-7.424408333333334,SNIa,Ia,0
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ePESSTO+,ATLAS; Fink; ZTF,ZTF23aaelwoi,,,,,,,,,,,,SN2023eso,,,,,0.064,149.24960000000002,-25.403191666666665,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS, GaiaAlerts, Fink","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; Fink; GaiaAlerts; Pan-STARRS; ZTF,ZTF23aaeeawl,2051.71,g,16.7533,-19.13,23.431,10.712,12.719,-22.08,1.21,53.650825,0.049,SN2023emd,,,,,0.033727,151.22616666666667,37.357311111111116,SNIa,Ia,0
,,ZTF,ZTF,ePESSTO+,ZTF,ZTF23aaeffiu,,,,,,,,,,,,SN2023ffg,,,,,0.037,245.4714291666667,-25.7108,SNIIb,Ib/c,1
,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Fink; Pan-STARRS; ZTF,ZTF23aaencty,2049.95,g,18.3383,-19.15,>28.12,>6.07,22.05,-18.97,0.43,39.24443365,0.22,SN2023euh,,,,,0.064,250.3251875,26.742916666666666,SNIa,Ia,0
,,"ZTF, Fink, Pan-STARRS","ZTF, Pan-STARRS",ePESSTO+,Fink; Pan-STARRS; ZTF,ZTF23aaenctz,2053.94,r,18.7116,-19.17,>24.292,>10.05,14.242,-19.33,0.33,39.32510962,0.232,SN2023eui,,,,,0.079,250.28604166666668,26.932819444444444,SNIa,Ia,0
WISEA J214701.74+430031.8,,ALeRCE,ZTF,ZTF,ALeRCE,ZTF23aaefqrs,,,,,,,,,,,,SN2023emv,,,,,0.042,326.7568458333334,43.009616666666666,SNIb/c,Ib/c,1
,,ZTF,ZTF,ZTF,ZTF,ZTF23aaefrgo,,,,,,,,,,,,SN2023emg,,,,,0.0188,343.8086875,36.674163888888884,SNII,II,2
,,"ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ZTF23aaeaptm,2054.79,r,17.9113,-17.90,>21.96,>12.01,>9.95,-20.37,0.69,66.71460678,0.033,SN2023eqp,,,,,0.0332,197.02033333333333,50.195161111111105,SNIa,Ia,0
WiggleZ S11J103025185+03044433,0.07503,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; Fink,ZTF23aaeozef,2052.73,g,18.4754,-19.22,>33.494,>8.03,25.464,-16.90,0.46,48.60791438,0.096,SN2023fbb,,,,,0.07503,157.605,3.07885,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aaeogik,2054.89,r,18.6009,-17.15,17.435,9.777,7.658,-22.67,0.98,46.08866569,0.054,SN2023eyz,,,,,0.0319619998,206.54319166666667,70.33283055555555,SNIa,Ia,0
,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF23aaeemik,,,,,,,,,,,,SN2023eqr,,,,,0.0336,226.15490833333334,10.39808611111111,SNII,II,2
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",,ATLAS; Pan-STARRS; ZTF,ZTF23aaeqiyd,,,,,,,,,,,,SN2023eyq,,,,,0.111,213.067175,12.025469444444445,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF23aaejumk,2056.97,r,18.8847,-16.26,>51.052,>14.08,36.972,-20.67,0.50,35.19353987,0.035,SN2023eyj,,,,,0.0244200006,259.40319166666666,48.63829722222222,SNII,II,2
,,ZTF,ZTF,ZTF,ZTF,ZTF23aaejwkh,2057.97,g,18.8674,-19.36,>34.945,>15.06,19.885,-21.69,0.74,31.88438757,0.106,SN2023fkb,,,,,0.095,261.96154583333333,73.22523055555556,SNIa,Ia,0
WISEA J173300.64+161057.3,,ALeRCE,ZTF,ePESSTO+,ALeRCE,ZTF23aaekato,,,,,,,,,,,,SN2023erm,,,,,0.08,263.2520541666667,16.18303888888889,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, Pan-STARRS, MASTER","ZTF, ATLAS, Pan-STARRS, MASTER",Global SN Project,ATLAS; Fink; MASTER; Pan-STARRS; ZTF,ZTF23aaeqhrg,2058.85,g,16.6385,-18.57,26.647,8.623,18.024,-20.41,1.00,64.85418482,0.039,SN2023eyt,,,,,0.025,220.41402083333332,36.65104722222222,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF23aaekejj,2045.94,r,18.3605,-19.07,>15.993,>2.98,13.013,-20.13,0.97,14.14675236,0.419,SN2023esi,,,,,0.06,277.72086666666667,21.95366111111111,SNIa,Ia,0
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ePESSTO+,Pan-STARRS; ZTF,ZTF23aaekebt,2063.96,r,18.5263,-16.37,>91.776,>21,70.776,-15.64,0.61,19.70350445,0.267,SN2023eqx,,,,,0.02,270.8574083333333,21.153727777777778,SNII,II,2
,,ZTF,ZTF,ePESSTO+,ZTF,ZTF23aaekkai,2054.98,r,18.6629,-19.21,>22.93,>11.99,>10.94,-22.21,1.12,-8.85258802,0.536,SN2023ezo,,,,,0.07,303.51160833333336,18.402147222222222,SNIa,Ia,0
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF23aaeklqg,,,,,,,,,,,,SN2023fse,,,,,0.035,330.96415,11.40531388888889,SNII,II,2
2dFGRS TGN361Z198,,"ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23aaelqpq,2062.67,r,18.7175,-16.87,>53.95,>18.94,>35.01,-17.62,0.26,47.55043429,0.207,SN2023ewp,,,,,0.0280000009,158.87655,0.013766666666666667,SNIIP,II,2
,,"ZTF, ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; Fink; ZTF,ZTF23aaffhua,,,,,,,,,,,,SN2023fhm,,,,,0.0734,154.86492916666668,-27.738772222222224,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; Fink; GaiaAlerts; ZTF,ZTF23aaelzdb,2054.79,r,18.6148,-19.57,>21.93,>11.02,>10.91,-15.15,0.11,26.14078404,0.155,SN2023exi,,,,,0.093,106.06099999999999,67.6257111111111,SNIa,Ia,0
SDSS J102221.61+615520.9,0.05127442,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23aaemepn,2054.77,g,17.198,-19.46,31.957,9.529,22.428,-19.67,0.50,47.36331913,0.014,SN2023ewo,,,,,0.049,155.58913333333334,61.922752777777774,SNIa,Ia,0
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23aaexcmm,2055.72,r,18.4582,-18.74,27.538,9.916,17.622,-22.34,1.32,58.31745196,0.021,SN2023fej,,,,,0.062732,158.3855291666667,41.76413888888889,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Fink; Pan-STARRS; ZTF,ZTF23aaemgto,2052.73,g,18.0664,-19.77,>24.242,>8.91,15.332,-14.77,0.14,45.34655535,0.101,SN2023ffw,,,,,0.08,173.80219583333334,-13.513294444444444,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF23aaeyncp,2054.77,g,18.478,-19.12,>21.336,>8.94,12.396,-18.53,0.58,68.56212585,0.041,SN2023ffm,,,,,0.074,178.55349999999999,45.280227777777775,SNIa,Ia,0
SDSS J121440.30+251833.2,,"ALeRCE, ATLAS","ZTF, ATLAS",ePESSTO+,ALeRCE; ATLAS,ZTF23aaeedip,2045.83,g,18.6918,-18.21,>23.627,>2,21.627,-19.20,0.61,81.55873016,0.074,SN2023ewv,,,,,0.053,183.66822499999998,25.310544444444446,SNII,II,2
,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Fink; Pan-STARRS; ZTF,ZTF23aaenlmq,2062.96,r,18.3713,-16.42,>89.826,>19.01,70.816,-16.23,0.41,25.45598166,0.416,SN2023eug,,,,,0.018,260.92862916666667,13.524105555555556,SNII,II,2
WISEA J125709.47-100417.0,,ALeRCE,ZTF,ZTF,ALeRCE,ZTF23aaemnzd,2058.77,r,18.5228,-17.62,>37.445,>14,23.445,-18.67,0.59,52.77439345,0.143,SN2023fbk,,,,,0.037,194.2895208333333,-10.071419444444444,SNIc,Ib/c,1
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",SCAT,ATLAS; Pan-STARRS; ZTF,ZTF23aaeqhkx,2056.85,r,17.7407,-17.94,32.064,12.071,19.993,-19.92,0.63,61.93950077,0.11,SN2023exn,,,,,0.030347,221.87037083333334,18.397572222222223,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF23aaenpcd,,,,,,,,,,,,SN2023eyr,,,,,0.101178,221.17737083333333,6.953411111111111,SNIa,Ia,0
SDSS J143827.16+300148.2,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23aaeqonb,2052.85,g,17.6309,-18.86,30.38,6.352,24.028,-18.73,0.56,66.38166894,0.035,SN2023fax,,,,,0.045,219.61309166666666,30.029141666666664,SNII,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ePESSTO+,ATLAS; ZTF,ZTF23aaeqsve,,,,,,,,,,,,SN2023fjy,,,,,0.104,228.9932,15.67677222222222,SNIa,Ia,0
,,"ZTF, Fink",ZTF,ePESSTO+,Fink; ZTF,ZTF23aaeqsvb,2053.86,g,18.7182,-19.30,32.453,8.126,24.327,-20.34,0.85,56.12476853,0.114,SN2023fix,,,,,0.086,229.0433125,19.77773611111111,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18aankxqv,,,,,,,,,,,,SN2023gcm,,,,,0.099,272.65587916666664,33.10743333333333,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF23aaesmsf,2061.98,r,17.3152,-17.92,35.417,15.063,20.354,-18.57,0.34,-9.87191271,0.673,SN2023fsc,,,,,0.02,284.227625,-19.392519444444442,SNIIb,Ib/c,1
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23aaeufns,,,,,,,,,,,,SN2023fge,,,,,0.049,129.24685416666665,10.621275,SNIa,Ia,0
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23aaetxqb,,,,,,,,,,,,SN2023fgc,,,,,0.06163,121.56368333333334,20.418661111111113,SNIa,Ia,0
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",TCD,ATLAS; Fink; ZTF,ZTF23aaetxdd,,,,,,,,,,,,SN2023frj,,,,,0.1,125.63025000000002,16.61115277777778,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, YSE","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Fink; Pan-STARRS; YSE; ZTF,ZTF23aaeuaci,2056.7,g,18.1753,-19.37,25.811,8.959,16.852,-21.89,0.83,31.0176543,0.14,SN2023fes,,,,,0.068416,121.9271875,39.81604722222222,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT, ePESSTO+",ATLAS; Pan-STARRS; ZTF,ZTF23aaeyqoa,2053.8,r,18.5064,-18.94,>31.268,>7.96,23.308,-20.80,0.76,39.42686367,0.186,SN2023fep,,,,,0.066,207.10170416666668,-21.530733333333334,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; Fink; GaiaAlerts; Pan-STARRS; ZTF,ZTF23aaeyugg,2057.97,g,17.5141,-19.50,27.241,8.506,18.735,-20.26,0.66,40.30334538,0.085,SN2023feq,,,,,0.055531,249.833375,29.543119444444446,SNIa,Ia,0
,,"ZTF, ALeRCE, ATLAS, Fink","ZTF, ATLAS",SCAT,ALeRCE; ATLAS; Fink; ZTF,ZTF23aaepuao,2053.69,g,17.919,-18.98,18.663,6.89,11.773,-20.53,0.95,37.22992933,0.093,SN2023fil,,,,,0.052532,149.85007916666666,-5.397844444444445,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF21aciialn,,,,,,,,,,,,SN2023gbn,,,,,0.05435,168.5922,30.12305277777778,SNIa,Ia,0
SDSS J123617.25+463242.3,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23aafvqat,2067.78,g,18.8019,-19.48,>27.309,>16.93,10.379,-20.06,0.47,70.35426668,0.055,SN2023fxb,,,,,0.1,189.07200833333332,46.54503611111111,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18acllhfg,,,,,,,,,,,,SN2023gdj,,,,,0.046418,120.69984583333334,29.469974999999998,SNIa,Ia,0
,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",FLEET,ATLAS; Pan-STARRS; ZTF,ZTF23aafmjbx,,,,,,,,,,,,SN2023huv,,,,,0.177,202.26522916666667,-10.424825,SNIIn,II,2
2MASX J15121471+0347171,0.07972,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23aagdebl,2063.94,g,18.7467,-19.10,22.197,10.282,11.915,-22.39,1.17,49.09292128,0.115,SN2023gaa,,,,,0.079722,228.0605958333333,3.787325,SNIa,Ia,0
,,"ZTF, Fink, ATLAS","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23aafqzkn,2063.97,r,18.4255,-19.28,23.997,11.077,12.92,-21.47,0.93,15.61765748,0.199,SN2023gbb,,,,,0.073752,287.78487083333334,45.12446388888889,SNIa,Ia,0
,,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; Fink,ZTF23aafrhew,2061.93,g,18.0032,-19.44,22.287,7.659,14.628,-19.63,0.84,15.22604215,0.298,SN2023gaj,,,,,0.06,297.6853125,57.554063888888884,SNIa,Ia,0
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23aafsglu,2060.7,g,16.5216,-19.05,26.233,6.235,19.998,-20.34,1.03,40.7233552,0.104,SN2023ftr,,,,,0.028384,139.208175,20.17833611111111,SNIa,Ia,0
2MASX J11283740+5049382,0.03228,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23aafsjor,2067.85,g,16.5303,-19.60,23.569,12.098,11.471,-22.08,0.89,61.56789584,0.038,SN2023fxj,,,,,0.038,172.15747916666666,50.82571388888889,SNIa,Ia,0
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23aaftebr,,,,,,,,,,,,SN2023gat,,,,,0.074253,130.1772125,18.616594444444445,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Fink; Pan-STARRS; ZTF,ZTF23aaftnvx,2062.71,g,18.3643,-19.82,25.584,8.842,16.742,-17.33,0.76,44.95336034,0.127,SN2023gax,,,,,0.092,170.61601666666667,-12.408616666666667,SNIa,Ia,0
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",FLEET,ATLAS; Fink; ZTF,ZTF23aaftouh,2062.68,r,18.9038,-19.90,33.954,11.435,22.519,-15.81,0.13,45.95884523,0.12,SN2023gav,,,,,0.125,161.8264625,-5.122974999999999,SNIa,Ia,0
,,"ZTF, Fink, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Fink; Pan-STARRS; ZTF,ZTF23aafvstn,2064.76,g,18.7308,-19.17,21.071,12.077,8.994,-,-,66.91003672,0.037,SN2023gcn,,,,,0.085,218.31789583333335,34.93145277777778,SNIa,Ia,0
SDSS J130919.36+390648.1,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23aagaili,2067.79,g,18.2755,-19.49,22.872,10.445,12.427,-19.35,0.94,77.44900715,0.039,SN2023gdb,,,,,0.08,197.32987916666667,39.11283888888889,SNIa,Ia,0
