hostname,hostredshift,reporting_groups,data_sources,classifying_groups,associated_groups,ZTFID,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,hostabs,hostcol,b,A_V,IAUID,Confidence,p_SNII,p_SNIa,p_SNIbc,redshift,RA_deg,Dec_deg,subtype,type,type_code
SDSS J171334.74+354858.1,0.05537811,"ALeRCE, ATLAS, Fink, Pan-STARRS, YSE","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS; YSE,ZTF23aafwvek,2067.93,r,18.0771,-18.90,26.154,12.97,13.184,-20.03,0.60,34.45129307,0.083,SN2023fwv,,,,,0.055378,258.39562499999994,35.816744444444446,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF23aafratn,2059.87,g,18.7068,-19.51,>25.779,>8.91,16.869,-21.22,0.79,35.41958884,0.179,SN2023gdk,,,,,0.091,250.83835416666662,16.04701388888889,SNIa,Ia,0
UGC 10407,0.02808,"ALeRCE, ATLAS, Fink, Pan-STARRS, YSE","ZTF, ATLAS, Pan-STARRS",SCAT,ALeRCE; ATLAS; Fink; Pan-STARRS; YSE,ZTF23aafwykt,2062.89,r,18.0068,-17.45,18.395,11.069,7.326,-,-,43.75059211,0.021,SN2023fwr,,,,,0.02831,247.11692916666664,41.219147222222226,SNIc,Ib/c,1
,,"ZTF, ATLAS, Pan-STARRS, YSE","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; YSE; ZTF,ZTF23aagkgnz,2065.82,g,17.6555,-18.91,20.937,8.557,12.38,-21.87,0.89,54.95809445,0.028,SN2023gdx,,,,,0.0467,164.47520833333334,55.581097222222226,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, YSE","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Fink; Pan-STARRS; YSE; ZTF,ZTF23aagaiju,2065.82,g,18.1907,-19.20,22.516,10.597,11.919,-14.35,0.18,61.97922746,0.026,SN2023ger,,,,,0.068,164.30601666666664,42.980525,SNIa,Ia,0
,,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23aagklwb,2085.71,g,16.3207,-21.51,44.836,15.039,29.797,-17.33,0.33,56.91393098,0.097,SN2023gpw,,,,,0.08,195.57791666666668,-5.853041666666666,SLSN-II,II,2
,,"ZTF, YSE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",NUTS,ATLAS; Pan-STARRS; YSE; ZTF,ZTF22abzzvln,,,,,,,,,,,,SN2023fyq,,,,,0.008419,186.44114166666665,12.663575,SNIb-pec,Ib/c,1
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23aagdamr,2062.98,r,16.9171,-19.62,25.433,7.225,18.208,-20.73,0.76,26.41923499,0.126,SN2023fyz,,,,,0.044537,276.53965833333336,60.42713611111111,SNIa,Ia,0
SDSS J154703.16+110911.9,0.07521,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23aaglprc,,,,,,,,,,,,SN2023gee,,,,,0.075211,236.76370416666666,11.152541666666668,SNIa,Ia,0
SDSS J231208.41+174503.7,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23aagfpxq,,,,,,,,,,,,SN2023gcx,,,,,0.04,348.0347333333333,17.751,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",DEbass,ATLAS; Fink; Pan-STARRS; ZTF,ZTF23aaghvkj,2064.8,r,17.8954,-18.76,17.379,8.811,8.568,-21.16,1.02,50.25615187,0.114,SN2023gfs,,,,,0.0472,194.59515000000002,-12.579794444444444,SNIa,Ia,0
,,"ZTF, Fink",ZTF,ZTF,Fink; ZTF,ZTF23aagjkww,,,,,,,,,,,,SN2023gmk,,,,,0.06,147.02454583333335,0.38208333333333333,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, Pan-STARRS, YSE","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Fink; Pan-STARRS; YSE; ZTF,ZTF23aagkutf,2065.7,r,18.1695,-17.20,32.925,10.224,22.701,-20.53,1.04,57.67393471,0.032,SN2023ghl,,,,,0.027067,167.29887083333332,53.36217222222222,SNII,II,2
,,"ZTF, Fink",ZTF,ZTF,Fink; ZTF,ZTF23aagmbuf,2065.9,r,18.5027,-18.86,21.09,11.137,9.953,-,-,23.726608,0.406,SN2023gfg,,,,,0.058464,290.07750416666664,72.76333055555556,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aagnpbz,2065.7,r,17.4637,-18.98,>17.194,9.114,>8.08,-22.10,1.08,34.05243364,0.141,SN2023gjt,,,,,0.042554,124.35159166666666,51.732505555555555,SNIa,Ia,0
SDSS J150254.62+170847.1,0.03698,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF23aagcicf,2062.88,r,17.2671,-18.82,27.977,7.101,20.876,-21.09,1.12,58.07450018,0.075,SN2023ggw,,,,,0.03698,225.72665,17.146741666666667,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF18abiczpm,2062.97,r,18.7016,-19.51,25.685,8.011,17.674,-22.03,1.30,21.99070087,0.188,SN2023gxy,,,,,0.093,278.91530416666666,46.832261111111116,SNIa,Ia,0
SDSS J090717.83+373011.4,0.03029619,"ALeRCE, ATLAS","ZTF, ATLAS",UCSC,ALeRCE; ATLAS,ZTF23aagqyym,2061.67,g,18.6445,-17.04,>41.072,5.062,>36.01,-22.29,1.20,42.22689735,0.053,SN2023gjg,,,,,0.0308,136.82488333333333,37.503525,SNII,II,2
,,ZTF,ZTF,ZTF,ZTF,ZTF23aahkrlw,2067.79,g,16.6403,-18.98,>19.837,4.877,>14.96,-12.42,0.06,39.89930065,0.242,SN2023grm,,,,,0.027,143.29170833333333,67.6147861111111,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF23aagygjg,2067.79,g,17.6314,-18.95,20.16,6.534,13.626,-,-,49.20375921,0.026,SN2023gpy,,,,,0.047,151.1996208333333,54.56293611111111,SNIa,Ia,0
,,"ZTF, Pan-STARRS, ATLAS, Fink, GaiaAlerts","ZTF, Pan-STARRS, ATLAS, GaiaAlerts",,ATLAS; Fink; GaiaAlerts; Pan-STARRS; ZTF,ZTF23aahkmbj,,,,,,,,,,,,SN2023grn,,,,,0.049,151.88400000000001,-12.960588888888887,SNIa,Ia,0
NGC  5939,0.022229,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23aahfxpr,2073.82,r,16.027,-18.92,26.048,9.402,16.646,-22.09,1.47,42.70535913,0.068,SN2023gps,,,,,0.022,231.18541666666667,68.72701666666667,SNIa,Ia,0
,,"ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF23aahnmag,2116.8,r,18.6216,-17.53,90.721,53.895,36.826,-19.50,0.93,50.16254747,0.032,SN2023grp,,,,,0.0387,238.75467083333334,39.67016944444444,SNIc,Ib/c,1
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",Global SN Project,ATLAS; Pan-STARRS; ZTF,ZTF23aahqvtz,,,,,,,,,,,,SN2023gss,,,,,0.020541,211.0980875,-27.14945833333333,SNII,II,2
,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Fink; Pan-STARRS; ZTF,ZTF23aahxdsi,2075.83,r,18.42,-19.37,24.962,11.837,13.125,-20.31,1.14,41.17511053,0.148,SN2023gws,,,,,0.078,248.16602916666668,26.997583333333335,SNIa,Ia,0
SDSS J111437.89+094132.1,,"ALeRCE, ATLAS","ZTF, ATLAS",SCAT,ALeRCE; ATLAS,ZTF23aahxsrk,2077.79,g,17.922,-19.24,30.034,9.927,20.107,-16.97,0.68,61.27630007,0.062,SN2023gyj,,,,,0.06,168.65807916666665,9.692186111111111,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF22aacwsjl,2073.69,r,18.2615,-19.25,25.795,9.157,16.638,-21.48,0.83,49.01483787,0.108,SN2023hsq,,,,,0.0698,153.19277916666664,10.177663888888889,SNIa,Ia,0
,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",SCAT,ATLAS; Fink; Pan-STARRS; ZTF,ZTF23aahvmpq,2073.75,g,16.9543,-19.45,26.692,7.045,19.647,-20.53,1.07,70.77292533,0.109,SN2023guy,,,,,0.041528,193.98089166666668,7.93066388888889,SNIa,Ia,0
SDSS J130110.53+330256.3,0.05243122,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF23aahvnck,2067.78,g,18.4538,-18.52,17.803,6.649,11.154,-22.36,1.09,83.71924377,0.036,SN2023gvu,,,,,0.056,195.29843333333335,33.04467777777778,SNIa,Ia,0
WISEA J085948.56+802218.4,,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; Fink,ZTF23aahxppo,2077.79,g,18.2117,-19.47,>32.865,12.905,>19.96,-,-,31.91376079,0.06,SN2023gxd,,,,,0.076,134.94654583333332,80.370775,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aaialcw,2081.78,r,18.3458,-17.60,>31.02,>19.92,>11.1,-22.14,1.07,64.15517941,0.079,SN2023gwl,,,,,0.0346,198.84149583333334,1.9275666666666664,SNIIb,Ib/c,1
SDSS J132619.21+013230.7,,"ALeRCE, Pan-STARRS, Fink","ZTF, Pan-STARRS",SCAT,ALeRCE; Fink; Pan-STARRS,ZTF23aahyznf,2077.85,g,17.9999,-19.73,26.954,12.067,14.887,-19.47,0.49,63.08100492,0.067,SN2023gxc,,,,,0.0777,201.57965416666667,1.5414416666666666,SNIa,Ia,0
SDSS J122239.99+215621.8,,"ALeRCE, ATLAS","ZTF, ATLAS","SCAT, ZTF",ALeRCE; ATLAS,ZTF23aahzyls,2065.8,g,18.424,-19.23,13.522,3.435,10.087,-16.85,0.14,81.65232829,0.067,SN2023gxa,,,,,0.075,185.66674583333332,21.93936666666667,SNII,II,2
,,ALeRCE,ZTF,SCAT,ALeRCE,ZTF23aaicbmc,,,,,,,,,,,,SN2023gwx,,,,,0.08,296.1393166666667,5.358288888888889,SNIa,Ia,0
,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF23aaicagr,2073.9,r,18.4357,-18.68,19.047,10.185,8.862,-21.15,1.19,-14.76865032,0.52,SN2023hcx,,,,,0.05,302.3468333333333,5.132119444444444,SNIa,Ia,0
SDSS J164154.67+515851.0,,"ALeRCE, ATLAS, YSE, Pan-STARRS, Fink","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS; YSE,ZTF23aaijgnu,2080.78,g,18.6589,-19.23,26.14,12.984,13.156,-20.41,0.63,40.75369492,0.144,SN2023hdf,,,,,0.08,250.47711666666663,51.98079444444445,SNIa,Ia,0
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",ZTF,Pan-STARRS; ZTF,ZTF23aaijdwl,,,,,,,,,,,,SN2023hkv,,,,,0.073,239.34395833333332,36.21602222222222,SNIa,Ia,0
SDSS J170854.18+191026.8,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",SCAT,ALeRCE; ATLAS; Pan-STARRS,ZTF23aahxdhe,2075.96,g,17.9664,-18.92,19.412,9.876,9.536,-22.17,1.24,30.89215636,0.166,SN2023gxf,,,,,0.05,257.22541666666666,19.17233611111111,SNIa,Ia,0
SDSS J101812.38+344020.4,0.02927135,ALeRCE,ZTF,ZTF,ALeRCE,ZTF23aaiecnn,,,,,,,,,,,,SN2023gxq,,,,,0.0293,154.55099166666668,34.67216666666666,SNII,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aaintny,2076.79,g,17.9142,-19.41,21.46,6.263,15.197,-21.81,0.62,47.82132442,0.052,SN2023hpo,,,,,0.065,183.81163333333333,68.96679166666667,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF23aaieqvr,2076.79,g,18.6587,-19.08,22.336,10.89,11.446,-20.36,0.48,70.83974304,0.042,SN2023hdt,,,,,0.079,203.34342916666665,44.33759722222222,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF23aaihsvm,,,,,,,,,,,,SN2023hcv,,,,,0.0227,354.89860416666664,21.91816111111111,SNII,II,2
,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Fink; Pan-STARRS; ZTF,ZTF23aaijkwo,2077.88,g,17.1082,-19.13,18.936,7.063,11.873,-17.45,0.57,48.64133593,0.13,SN2023hsu,,,,,0.038,211.1438375,-10.23458611111111,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",SCAT,ATLAS; Pan-STARRS; ZTF,ZTF23aaikcdx,,,,,,,,,,,,SN2023hka,,,,,0.021538,212.74308333333332,-27.06165,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aailodz,2076.91,g,18.5676,-19.03,21.937,11.273,10.664,-21.84,1.12,49.84290276,0.142,SN2023hpv,,,,,0.07009,236.41548333333336,20.631355555555555,SNIa,Ia,0
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",SCAT,Pan-STARRS; ZTF,ZTF23aailjjs,2067.84,g,17.7601,-17.93,>28.064,>3.9,24.164,-21.58,0.90,39.44448491,0.047,SN2023hcp,,,,,0.031,252.17801250000002,35.94928611111111,SNII,II,2
,,"ANTARES, YSE","ZTF, Pan-STARRS",FLEET,ANTARES; Pan-STARRS; YSE,ZTF23aagdbbv,,,,,,,,,,,,SN2023hoz,,,,,0.419,244.58974583333338,1.528713888888889,SLSN-I,SLSN,3
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aainpnc,2077.73,r,18.0963,-18.88,23.847,12.194,11.653,-21.97,1.23,51.53942226,0.233,SN2023hsx,,,,,0.052373,181.2993375,-9.661897222222223,SNIa,Ia,0
NGC 4414,0.00236,"ZTF, DLT40","ZTF, DLT40",ZTF,DLT40; ZTF,ZTF23aaitpjv,,,,,,,,,,,,SN2023hlf,,,,,0.0024,186.60907916666667,31.225652777777775,SNII,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aaiwfuq,,,,,,,,,,,,SN2023hpw,,,,,0.063081,203.36755833333333,25.545030555555556,SNIa,Ia,0
SDSS J143922.39+291935.7,0.061759,"ALeRCE, ATLAS","ZTF, ATLAS",SCAT,ALeRCE; ATLAS,ZTF23aaitimz,,,,,,,,,,,,SN2023hpt,,,,,0.061759,219.84477916666665,29.325908333333334,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF23aaiwlzm,2078.77,r,18.2655,-19.24,21.791,6.635,15.156,-20.84,0.57,58.11435943,0.058,SN2023hpr,,,,,0.071,228.99465,36.42713611111111,SNIa,Ia,0
,,"ZTF, Fink",ZTF,SCAT,Fink; ZTF,ZTF23aaiwxqy,2084.82,g,17.1169,-19.83,23.563,9.033,14.53,-20.92,1.03,47.73774659,0.143,SN2023hzf,,,,,0.052,214.95875416666667,-9.300177777777778,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",SCAT,ATLAS; ZTF,ZTF23aaiwunc,2083.8,r,17.7066,-18.87,24.817,9.741,15.076,-20.75,0.81,30.5762592,0.093,SN2023hrr,,,,,0.046,264.63733333333334,40.82122777777778,SNIa,Ia,0
SDSS J084818.32+012311.0,0.06664456,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS,ZTF23aaixqmc,,,,,,,,,,,,SN2023hvr,,,,,0.066645,132.07642083333334,1.3858388888888888,SNIa,Ia,0
SDSS J084132.91+220134.1,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23aaixruf,,,,,,,,,,,,SN2023hvo,,,,,0.01,130.387,22.026844444444443,SNII,II,2
SDSS J100333.15+413740.7,0.06604075,"ALeRCE, ATLAS, Pan-STARRS, Fink","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23aaixylr,2081.72,g,17.9686,-19.38,>24.996,>8.04,16.956,-22.46,1.20,52.89008677,0.045,SN2023hvj,,,,,0.066,150.88553333333334,41.62876111111111,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",DEbass,ATLAS; ZTF,ZTF21aamwlzd,2084.69,g,17.1013,-19.28,23.663,8.248,15.415,-21.93,0.93,60.30452679,0.078,SN2023hsw,,,,,0.0417,167.08317083333333,10.043061111111111,SNIa,Ia,0
,,"ZTF, ATLAS, Fink","ZTF, ATLAS",ZTF,ATLAS; Fink; ZTF,ZTF23aaiyjbk,2084.69,g,16.8044,-19.32,24.149,8.977,15.172,-20.42,0.65,61.29050469,0.05,SN2023hsy,,,,,0.03773,167.44275000000002,11.192544444444446,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aaiypww,2081.83,g,18.7754,-19.25,>17.675,5.705,>11.97,-21.58,1.06,80.1262892,0.078,SN2023ifn,,,,,0.087985,191.73569166666667,17.309405555555557,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF23aaiwwgd,2081.84,g,18.0843,-19.46,>20.487,>8.07,12.417,-,-,63.12351043,0.099,SN2023hst,,,,,0.0701,222.7371,24.919822222222223,SNIa,Ia,0
2MASX J13155089-1612180,0.03051,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23aaizgvi,2088.79,g,16.5077,-19.34,24.22,10.316,13.904,-20.66,0.85,46.26383469,0.208,SN2023huy,,,,,0.0305,198.96154583333333,-16.205075,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS, Fink","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Fink; Pan-STARRS; ZTF,ZTF23aaizjbj,2081.8,g,17.9502,-19.22,>22.445,>7.99,14.455,-19.97,0.60,64.02434335,0.068,SN2023hss,,,,,0.06,211.28782916666668,7.895258333333333,SNIa,Ia,0
,,ZTF,ZTF,ZTF,ZTF,ZTF23aaizmza,2083.7,g,18.1462,-19.31,>24.146,>9.87,14.276,-19.52,0.91,58.50458826,0.107,SN2023hta,,,,,0.067,184.32837083333334,-3.2717305555555556,SNIa,Ia,0
UGC 10703,0.0328,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23aajakys,2087.86,r,18.6493,-17.21,24.928,10.692,14.236,-,-,36.30891756,0.123,SN2023hxp,,,,,0.0328,256.5700125,38.392852777777776,SNIc,Ib/c,1
SDSS J173744.39+260242.1,,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23aajkeia,,,,,,,,,,,,SN2023ikr,,,,,0.101,264.4348708333333,26.045444444444446,SNIa,Ia,0
SDSS J182030.07+410058.9,,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23aajaygo,2085.87,g,18.5368,-19.28,22.406,9.343,13.063,-18.56,0.36,22.93093217,0.086,SN2023hyv,,,,,0.08,275.1255958333333,41.01658888888889,SNIa,Ia,0
,,"ZTF, ATLAS, YSE","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; YSE; ZTF,ZTF23aajucmw,2159.89,r,18.4607,-19.75,>106.922,>35.98,70.942,-15.19,0.12,-40.21347427,0.141,SN2023iop,,,,,0.095,3.6779124999999997,21.859380555555557,SNII,II,2
SDSS J125129.52+314852.4,0.02448088,"ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Pan-STARRS,ZTF23aajdtbw,,,,,,,,,,,,SN2023hzu,,,,,0.0246,192.87416666666667,31.814158333333335,SNIa,Ia,0
WISEA J141331.89+222955.5,,"ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS,ZTF23aajeunk,2084.83,g,18.4955,-19.79,24.322,4.82,19.502,-20.17,0.55,70.83114732,0.058,SN2023icq,,,,,0.1,213.381725,22.499158333333334,SNIa,Ia,0
WISEA J121307.76+790143.6,,"ALeRCE, ATLAS, Fink","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; Fink,ZTF23aajfdxf,,,,,,,,,,,,SN2023icl,,,,,0.045,183.27760416666666,79.029825,SNIb,Ib/c,1
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF23aaixaqp,,,,,,,,,,,,SN2023hzk,,,,,0.059,233.64964583333332,30.58836388888889,SNIa,Ia,0
SDSS J155034.15+270940.8,,"ALeRCE, YSE, ATLAS, Fink, Pan-STARRS","ZTF, Pan-STARRS, ATLAS",YSE,ALeRCE; ATLAS; Fink; Pan-STARRS; YSE,ZTF23aajaraz,,,,,,,,,,,,SN2023ida,,,,,0.08,237.64325000000002,27.160719444444442,SNIa,Ia,0
SDSS J155533.77+064808.5,,"ALeRCE, ATLAS, YSE, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ALeRCE; ATLAS; Fink; Pan-STARRS; YSE,ZTF23aajfere,,,,,,,,,,,,SN2023icj,,,,,0.059,238.88975833333333,6.801461111111111,SNIc,Ib/c,1
,,"ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Fink; Pan-STARRS; ZTF,ZTF23aajbkan,2090.79,r,18.6208,-16.37,>26.409,>13.88,12.529,-11.84,-0.02,34.21523697,0.376,SN2023ijs,,,,,0.02,230.2707708333333,-15.229808333333333,SNII,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ePESSTO+,ATLAS; ZTF,ZTF23aajqnyu,,,,,,,,,,,,SN2023ipc,,,,,0.07,144.6667,-4.329694444444444,SNIa,Ia,0
2MASX J10030747-0420055,0.07202,"ALeRCE, ATLAS","ZTF, ATLAS",DEbass,ALeRCE; ATLAS,ZTF23aajqewm,,,,,,,,,,,,SN2023iol,,,,,0.07246,150.78256666666667,-4.333558333333333,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aajgpos,,,,,,,,,,,,SN2023idt,,,,,0.048,156.55507500000002,21.35386111111111,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aajhtuu,,,,,,,,,,,,SN2023ifa,,,,,0.103,143.39473333333333,51.615025,SNIbn,Ib/c,1
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; ZTF,ZTF23aajhmwm,,,,,,,,,,,,SN2023idp,,,,,0.051562,181.49938333333333,43.42907777777778,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",ePESSTO+,ATLAS; Pan-STARRS; ZTF,ZTF23aajkisd,2108.93,r,18.4563,-17.21,71.094,25.985,45.109,-20.79,0.66,-20.62557801,0.213,SN2023iex,,,,,0.029,324.98362499999996,24.659627777777775,SNIIn,II,2
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aajkjxm,,,,,,,,,,,,SN2023iga,,,,,0.0162,6.133929166666666,29.219619444444444,SNII,II,2
,,"ZTF, ATLAS, Pan-STARRS, YSE","ZTF, ATLAS, Pan-STARRS",ZTF,ATLAS; Pan-STARRS; YSE; ZTF,ZTF23aajpxbm,,,,,,,,,,,,SN2023ijh,,,,,0.0356,5.174166666666666,25.229455555555553,SNIc,Ib/c,1
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aajpuzw,,,,,,,,,,,,SN2023ilw,,,,,0.059951,5.819779166666667,24.952175,SNIa,Ia,0
,,"ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS",,ATLAS; ePESSTO+; Pan-STARRS; ZTF,ZTF23aajmpsa,2092.83,g,17.7137,-19.53,22.142,9.171,12.971,-17.02,0.57,49.25384768,0.131,SN2023ipx,,,,,0.06,234.5064708333333,14.411861111111111,SNIa,Ia,0
SDSS J143838.65+451314.6,0.09196274,"ALeRCE, Fink, ATLAS","ZTF, ATLAS",ZTF,ALeRCE; ATLAS; Fink,ZTF23aajscgu,2091.93,g,18.7647,-19.32,25.266,8.14,17.126,-22.06,0.70,62.03318965,0.048,SN2023ioi,,,,,0.09196,219.661375,45.218944444444446,SNIa,Ia,0
SDSS J173512.87+064622.8,,"ALeRCE, YSE, Fink, Pan-STARRS","ZTF, Pan-STARRS",ZTF,ALeRCE; Fink; Pan-STARRS; YSE,ZTF23aajjxso,2091.93,g,17.108,-19.51,27.228,9.289,17.939,-,-,20.01959044,0.351,SN2023iks,,,,,0.04,263.80312499999997,6.774597222222222,SNIa,Ia,0
,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF23aajkfls,2104.88,r,15.8508,-18.46,48.154,24.325,23.829,-15.56,0.10,16.3627549,0.315,SN2023irp,,,,,0.015,276.7094041666667,25.399697222222223,SNII,II,2
SDSS J124943.15+133053.7,0.05581,"ALeRCE, ATLAS, Fink","ZTF, ATLAS","ePESSTO+, DEbass",ALeRCE; ATLAS; Fink,ZTF23aakaqht,2089.78,g,17.761,-19.32,25.334,6.007,19.327,-13.97,0.13,-37.59402746,0.122,SN2023ito,,,,,0.056,192.42989166666666,13.514658333333333,SNIa,Ia,0
,,"ZTF, Pan-STARRS","ZTF, Pan-STARRS",TCD,Pan-STARRS; ZTF,ZTF23aaljzew,,,,,,,,,,,,SN2023jus,,,,,0.06,209.26727499999998,9.615375,SNIb,Ib/c,1
