
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,hostabs,hostcol,b,A_V
ZTF23aaejyuo,AT2023ern,15:45:06.46,+53:17:50.9,2053.89,g,18.7162,-,25.921,8.722,17.199,-,-,-,-,48.75944921,0.035
ZTF23aaekbpz,AT2023erl,18:10:53.76,+58:45:15.1,2044.97,g,18.9933,-,>19.483,>2.02,17.463,-,-,-,-,28.10473089,0.089
ZTF23aaeljse,SN2016bsc,08:59:52.12,+49:46:17.2,2053.72,r,18.9188,-,>22.557,>10.02,12.537,-,-,-,-,40.816598,0.063
ZTF23aaemlbp,AT2023fts,12:23:51.04,-20:33:03.1,2050.84,g,18.7329,-,>18.86,>7,>11.86,-,-,-,-,41.85528502,0.123
ZTF23aaemsfm,AT2023feg,12:15:52.11,+30:09:58.2,2055.72,r,18.9697,-,>21.86,>11.87,>9.99,-,-,-,-,81.62906709,0.052
ZTF23aaepprp,AT2023fjb,12:47:55.58,-16:07:27.4,2054.83,r,18.9957,-,>33.187,>8.08,25.107,-,-,-,-,46.73902058,0.141
ZTF23aaervjb,AT2023fyy,17:27:44.27,+05:00:22.0,2051.96,g,18.9218,-,>29.673,>7.05,22.623,-,-,-,-,20.88137388,0.347
ZTF23aaerwbf,AT2023gmv,18:47:37.63,+31:06:41.7,2060.97,r,18.7071,-,>95.045,>16.04,79.005,-,-,-,-,14.37578101,0.306
ZTF23aaeubgm,AT2023ffi,08:02:28.04,+62:14:15.3,2058.70,r,18.5547,-,26.843,12.434,14.409,-,-,-,-,32.00079554,0.176
ZTF23aaevyhv,AT2023ffp,10:26:32.90,-00:10:02.6,2054.76,g,18.6934,-,>36.363,>9.03,27.333,-,-,-,-,45.77807564,0.147
ZTF23aaexxwk,AT2023ffk,13:53:56.03,-01:17:40.3,2057.81,g,18.7445,-,31.447,11.991,19.456,-,-,-,-,57.84187376,0.124
ZTF23aafaiyn,AT2023fiu,17:26:32.81,+48:38:40.8,2058.95,r,18.7827,-,25.366,10.364,15.002,-,-,-,-,33.72058485,0.1
ZTF23aafmzot,AT2023gio,13:43:47.29,-20:37:32.9,2061.84,g,18.8166,-,24.276,6.014,18.262,-,-,-,-,40.59277058,0.377
ZTF23aafscky,AT2023fxn,10:08:38.41,-10:54:47.7,2056.73,g,18.9356,-,>23.244,>6.06,17.184,-,-,-,-,35.18405936,0.128
ZTF23aafspie,AT2023fon,11:59:10.29,-01:33:14.2,2054.79,r,18.9024,-,>28.053,>4.1,23.953,-,-,-,-,58.67800692,0.073
ZTF23aafwsxo,AT2023fwh,19:43:30.61,+80:13:39.1,2061.97,r,18.8133,-,25.984,10.052,15.932,-,-,-,-,24.54079197,0.24
ZTF23aafwtbq,AT2023fwi,18:31:44.57,+77:45:39.5,2058.83,g,18.8133,-,>57.167,>7.87,49.297,-,-,-,-,27.50438592,0.211
ZTF23aaggqlv,AT2023gho,09:55:39.66,+19:37:38.9,2061.67,g,18.9048,-,28.482,6.569,21.913,-,-,-,-,49.1775771,0.078
ZTF23aaghamo,AT2023gkt,09:29:17.82,+12:12:35.3,2065.73,r,18.9213,-,>23.812,>9.04,14.772,-,-,-,-,40.49042778,0.075
ZTF23aaghgqe,AT2023gfn,10:17:07.12,+06:37:09.1,2062.67,r,18.9413,-,>30.334,>9.94,20.394,-,-,-,-,48.0443845,0.064
ZTF23aagiaiw,AT2023ggc,12:40:45.64,-07:42:11.8,2064.75,g,18.7157,-,27.623,10.216,17.407,-,-,-,-,55.07249569,0.079
ZTF23aagoxkv,AT2023ggo,12:22:23.47,+27:55:56.4,2062.73,g,18.6398,-,>31.687,>7.88,23.807,-,-,-,-,83.51160558,0.058
ZTF23aagpnvh,AT2023gjh,14:38:22.41,+37:58:30.4,2077.89,g,18.9727,-,67.513,16.578,50.935,-,-,-,-,65.11333637,0.024
ZTF23aagscxb,AT2023gii,13:22:27.73,-02:05:10.8,2061.86,g,18.6154,-,26.088,5.775,20.313,-,-,-,-,59.84396078,0.086
ZTF23aagyewj,AT2023gqy,11:42:05.03,+33:40:58.2,2064.71,g,18.8412,-,>21.068,>8,13.068,-,-,-,-,73.7015392,0.061
ZTF23aahlhme,AT2023gvd,11:41:17.80,-05:47:22.2,2073.83,r,18.9314,-,26.678,12.234,14.444,-,-,-,-,52.96856937,0.116
ZTF23aahrxit,AT2023gxw,15:01:58.77,+08:21:37.3,2075.86,g,18.5576,-,25.292,12.343,12.949,-,-,-,-,53.8826599,0.086
ZTF23aahvalx,AT2023gvv,10:52:53.47,+10:13:22.6,2062.71,g,18.8597,-,>44.024,>2.03,41.994,-,-,-,-,57.37375316,0.074
ZTF23aahzpok,AT2023gwm,15:18:22.43,+26:52:11.0,2073.82,r,18.9974,-,23.207,11.721,11.486,-,-,-,-,57.38783309,0.103
ZTF23aaiakrv,AT2023hcr,13:42:47.77,+03:47:13.5,2073.85,g,18.789,-,25.214,9.819,15.395,-,-,-,-,63.63159538,0.077
ZTF23aaicgrc,AT2023gww,20:06:51.57,+00:03:59.4,2067.93,r,18.8914,-,>30.5,>5.96,24.54,-,-,-,-,-16.68411621,0.385
ZTF23aaiixqy,AT2023hdg,14:06:15.10,+37:11:33.9,2073.76,g,18.9915,-,26.387,8.183,18.204,-,-,-,-,71.29320187,0.027
ZTF23aaiwpbo,AT2023hyo,18:38:33.67,+29:44:13.4,2078.94,r,18.0303,-,13.564,8.271,5.293,-,-,-,-,15.63904705,0.658
ZTF23aaixbbe,AT2023hsh,16:56:07.68,+48:21:05.1,2081.84,g,18.8641,-,>21.675,>8.91,12.765,-,-,-,-,38.74910949,0.046
ZTF23aajaxur,AT2023iht,18:30:43.81,+32:15:39.5,2085.87,g,18.6759,-,>31.584,>9.9,21.684,-,-,-,-,18.13781101,0.284
ZTF23aajduji,AT2023icu,14:24:52.04,+80:42:44.9,2089.84,r,18.9419,-,>33.06,>13.05,>20.01,-,-,-,-,35.58230055,0.093
ZTF23aajdvbd,AT2023jpa,12:13:55.74,+56:10:25.7,2099.85,r,18.8743,-,>32.93,>23.06,>9.87,-,-,-,-,60.18262072,0.034
ZTF23aajfdtn,AT2023ijq,14:45:02.75,+33:28:24.2,2088.78,g,18.9802,-,>20.944,>9.95,10.994,-,-,-,-,64.7582414,0.03
ZTF23aajfikh,AT2023ibm,17:47:18.56,+41:06:32.7,2091.89,r,18.7938,-,32.218,14.248,17.97,-,-,-,-,29.01280217,0.126
ZTF23aajhbqs,AT2023igi,10:31:36.16,+54:51:41.6,2092.76,g,18.7609,-,>23.821,14.881,>8.94,-,-,-,-,52.4384385,0.02
ZTF23aajjcuk,AT2023ifd,13:41:06.83,-10:56:42.4,2089.77,g,18.8322,-,30.636,11.912,18.724,-,-,-,-,50.06521257,0.184
ZTF23aajmcfh,AT2023isk,12:38:30.73,+06:50:45.6,2089.77,g,18.5842,-,23.57,9.001,14.569,-,-,-,-,69.48670006,0.056
ZTF23aajnjtk,AT2023iki,16:01:02.91,+08:24:44.3,2092.88,r,18.9688,-,>38.823,>14.04,24.783,-,-,-,-,41.49917541,0.118
ZTF23aajntlc,AT2023itf,14:57:57.24,+40:42:55.9,2093.93,g,18.674,-,26.958,10.143,16.815,-,-,-,-,60.67011615,0.041
ZTF23aajookg,AT2023izf,18:57:30.32,+37:57:29.8,2089.96,r,18.6742,-,24.724,8.602,16.122,-,-,-,-,15.18264865,0.246
ZTF23aakcegp,AT2023jkm,19:00:12.74,+28:51:06.2,2098.89,r,18.6523,-,26.007,15.14,10.867,-,-,-,-,10.96433607,0.595
ZTF23aakcszy,AT2023itj,18:34:00.06,+27:29:24.2,2094.90,g,18.996,-,22.329,8.655,13.674,-,-,-,-,15.69350634,0.278
ZTF23aakdsss,AT2023jdd,16:47:32.88,-19:37:23.4,2089.84,r,18.8484,-,26.505,6.849,19.656,-,-,-,-,-37.25375861,0.092
ZTF23aaknjqb,AT2023jfy,18:56:19.33,+69:45:28.0,2098.86,r,18.9078,-,22.014,10.969,11.045,-,-,-,-,24.91427212,0.187
ZTF23aakojnn,AT2023jfd,12:25:23.42,+25:29:04.1,2097.72,r,18.798,-,26.222,11.023,15.199,-,-,-,-,83.93639656,0.066
ZTF23aakphgr,AT2023iyh,14:18:27.49,-19:07:49.6,2093.80,g,18.7615,-,25.7,8.513,17.187,-,-,-,-,39.16207227,0.256
ZTF23aalczjh,AT2023jfn,13:29:34.43,+70:52:10.6,2098.80,r,17.7559,-,13.803,5.506,8.297,-,-,-,-,45.92594324,0.035
ZTF23aaldvtz,AT2023jng,13:51:39.68,+29:05:07.3,2100.69,g,18.8519,-,46.194,13.422,32.772,-,-,-,-,76.58588048,0.051
ZTF23aalftvv,SN2023mtp,17:14:08.56,+81:04:29.3,2163.91,r,16.7891,-,20.506,4.575,15.931,-,-,-13.29,0.06,30.48674553,0.239
ZTF23aalhyjb,AT2023jhl,16:18:54.45,+29:08:09.7,2100.76,r,18.8069,-,22.618,9.277,13.341,-,-,-,-,44.59002299,0.107
ZTF23aalqtkg,AT2023jpk,14:47:24.29,-00:33:37.1,2100.73,r,18.9927,-,24.455,10.439,14.016,-,-,-,-,50.71147464,0.122
ZTF23aalrwmd,AT2023jjf,13:51:58.97,+70:00:37.7,2100.75,r,18.8242,-,22.017,11.173,10.844,-,-,-,-,46.23648899,0.04
ZTF23aalzbjn,AT2023jlj,19:38:37.22,+50:05:43.0,2100.94,g,18.9745,-,29.455,9.486,19.969,-,-,-,-,13.47854835,0.222
ZTF23aamangz,AT2023jqi,14:48:30.62,+57:31:17.1,2109.85,r,18.7011,-,26.891,15.48,11.411,-,-,-,-,53.27994844,0.041
ZTF23aamneou,AT2023kec,16:55:58.57,+44:19:29.3,2116.80,r,18.5997,-,28.384,10.879,17.505,-,-,-,-,38.75370364,0.031
ZTF23aamnoga,AT2023jyt,15:48:39.02,+19:29:06.4,2110.78,g,18.9472,-,>20.084,>8.99,11.094,-,-,-,-,48.81138666,0.126
ZTF23aamzxcr,AT2023jzp,14:01:04.52,+16:08:22.9,2111.77,g,18.9407,-,>34.94,>9.93,>25.01,-,-,-,-,70.47620323,0.05
ZTF23aanerpu,AT2023kzx,17:43:59.49,+16:12:14.9,2115.94,r,18.9465,-,>29.68,>12.13,17.55,-,-,-,-,22.03320075,0.31
ZTF23aangvsa,AT2023kde,15:50:42.21,-22:44:13.9,2112.77,r,18.3499,-,18.14,7.812,10.328,-,-,-,-,23.95553259,0.734
ZTF23aanhmxv,AT2023kej,14:37:11.39,+30:19:22.5,2113.79,g,18.9865,-,>18.168,7.188,>10.98,-,-,-,-,66.65021425,0.039
ZTF23aanlbch,AT2023knb,12:06:48.69,+45:59:27.7,2114.76,g,18.9412,-,>18.734,8.734,>10,-,-,-,-,69.16538868,0.039
ZTF23aanqmqr,AT2023kzn,22:36:51.66,-02:13:27.8,2118.94,r,18.7159,-,25.741,8.863,16.878,-,-,-,-,-49.29246671,0.147
ZTF23aansghp,AT2023kng,13:28:25.12,+57:12:59.3,2120.78,g,18.9501,-,>22.575,>10.99,11.585,-,-,-,-,59.20400139,0.033
ZTF23aaorkpg,AT2023lou,21:57:15.84,+44:01:37.4,2123.93,r,18.5672,-,>22,>10,>12,-,-,-,-,-8.44910661,0.861
ZTF23aaouazx,AT2023lfv,15:38:28.57,-20:37:59.5,2123.76,g,18.9492,-,24.814,8.861,15.953,-,-,-,-,52.52292002,0.037
ZTF23aaoxmim,AT2023lgm,13:53:25.69,+74:59:45.5,2125.85,g,18.9954,-,28.539,7.034,21.505,-,-,-,-,41.48843124,0.072
ZTF23aapkdeq,AT2023lon,14:01:16.91,+19:45:41.1,2127.76,r,18.778,-,>20.252,7.302,>12.95,-,-,-,-,72.39252967,0.103
ZTF23aapqtxd,AT2023mhf,00:35:30.97,+02:08:52.4,2138.96,r,18.1339,-,>20.11,>14,6.11,-,-,-,-,-60.47340952,0.055
ZTF23aaptnuj,AT2023lxf,23:45:16.46,+27:07:15.5,2137.92,r,18.6655,-,26.617,11.591,15.026,-,-,-,-,-33.46846617,0.189
ZTF23aapvvky,AT2023mch,18:12:42.03,+59:09:48.7,2134.88,g,18.637,-,23.218,9.697,13.521,-,-,-,-,27.92191243,0.086
ZTF23aaqalcx,AT2023mpb,16:02:15.59,+00:33:31.3,2136.71,g,18.9813,-,>25.043,>11.98,13.063,-,-,-,-,37.10865253,0.485
ZTF23aaqbwoh,AT2023mdg,00:30:53.65,+14:50:33.1,2133.95,g,18.6305,-,>24.678,>9.04,15.638,-,-,-,-,-47.73403125,0.168
ZTF23aaqfxpe,AT2023mfr,13:48:45.12,+26:34:13.7,2136.70,g,18.5535,-,>15.03,>10,>5.03,-,-,-,-,77.21094017,0.038
ZTF23aaqixyp,AT2023mhg,00:25:33.31,-07:45:31.1,2209.80,r,18.9053,-,>110.83,>81.84,>28.99,-,-,-,-,-69.68216168,0.107
ZTF23aaqnilh,AT2023lhh,17:09:13.55,+26:37:43.5,2161.84,r,18.6603,-,>53.586,>26.09,27.496,-,-,-,-,33.19909096,0.108
ZTF23aaqowuw,AT2023msj,21:05:00.86,+30:23:51.6,2141.89,r,18.6815,-,>24.02,>8.06,15.96,-,-,-,-,-11.05659604,0.573
ZTF23aaqpbhu,AT2023mnj,18:27:51.33,+24:40:40.2,2143.90,g,18.7559,-,24.227,8.361,15.866,-,-,-,-,15.86956528,0.31
ZTF23aaqpemc,AT2023mni,18:27:11.30,+50:22:21.0,2143.85,r,18.5908,-,>27.648,>10.01,17.638,-,-,-,-,24.27725251,0.179
ZTF23aaqqfac,AT2023mnb,01:31:47.98,+35:58:55.9,2141.93,r,18.8436,-,>24.795,>8.02,16.775,-,-,-,-,-26.17606289,0.145
ZTF23aaquhqn,AT2023mov,19:35:20.49,+44:09:44.6,2143.86,r,18.618,-,>27.857,>8.98,18.877,-,-,-,-,11.31048104,0.423
ZTF23aaqwqsz,AT2023mrw,17:21:42.31,+04:19:12.2,2146.75,r,18.9656,-,26.077,10.995,15.082,-,-,-,-,21.90137051,0.261
ZTF23aarcxay,AT2023mwf,18:07:24.89,+34:09:56.8,2149.83,g,18.6098,-,30.024,10.975,19.049,-,-,-,-,23.36955775,0.136
ZTF23aarfbvs,AT2023muv,00:44:47.24,-02:22:42.4,2163.90,r,18.6437,-,>68.031,>26.98,41.051,-,-,-,-,-65.1989672,0.083
ZTF23aarzije,AT2023nec,00:59:56.42,+08:28:54.9,2153.96,r,18.5953,-,>30.98,>14,16.98,-,-,-,-,-54.33017642,0.169
ZTF23aaserux,AT2023nhe,18:59:17.57,+55:02:09.5,2153.76,r,18.7863,-,19.93,11.975,7.955,-,-,-,-,20.86755106,0.161
ZTF23aasfjjy,AT2023nlt,22:11:07.34,-05:14:14.3,2152.90,r,18.728,-,25.215,9.267,15.948,-,-,-,-,-46.03470362,0.194
ZTF23aaswvcy,AT2023nmr,22:49:50.00,-08:08:59.4,2154.94,r,18.6789,-,22.984,7.122,15.862,-,-,-,-,-55.53846661,0.105
ZTF23aasysws,AT2023npg,01:41:26.03,+00:16:26.0,2156.92,r,18.7921,-,31.829,8.747,23.082,-,-,-,-,-60.07794508,0.092
ZTF23aatcips,AT2023nqz,18:10:15.64,+42:18:18.1,2159.80,g,18.916,-,23.277,11.319,11.958,-,-,-,-,25.12151994,0.144
ZTF23aatcvtc,AT2023nvt,17:54:28.73,+18:49:12.5,2155.77,g,18.9688,-,23.486,7.521,15.965,-,-,-,-,20.75161239,0.225
ZTF23aatddcq,AT2023nnp,22:26:48.44,-20:32:47.7,2153.94,r,18.9753,-,>23.794,>8.08,15.714,-,-,-,-,-56.39763017,0.098
ZTF23aatdebe,AT2023nnu,21:08:25.60,-08:44:02.9,2155.87,r,18.7965,-,24.007,9.058,14.949,-,-,-,-,-34.3526629,0.239
ZTF23aatiuip,AT2023nto,00:48:28.15,+85:37:18.0,2160.76,r,18.7263,-,32.676,11.701,20.975,-,-,-,-,22.75042421,0.375
ZTF23aatorzk,AT2023nvc,18:35:36.02,+53:41:58.5,2159.80,g,18.9067,-,25.834,10.817,15.017,-,-,-,-,23.82048734,0.092
ZTF23aatpadn,AT2023nsf,18:31:04.46,+27:24:11.3,2159.76,r,18.8718,-,25.416,10.385,15.031,-,-,-,-,16.259001,0.367
ZTF23aatyahh,AT2023oda,22:36:20.98,-05:29:44.4,2161.93,g,18.6879,-,24.86,11.452,13.408,-,-,-,-,-51.26754435,0.117
ZTF23aaubdrz,AT2023nwp,18:18:31.88,+19:10:38.6,2169.81,r,18.6668,-,38.824,16.956,21.868,-,-,-,-,15.6684425,0.501
ZTF23aaubptx,AT2023nzz,18:01:26.96,+22:41:17.3,2159.76,r,18.9101,-,34.914,8.539,26.375,-,-,-,-,20.70547732,0.296
ZTF23aaufgdg,AT2023obz,21:35:35.76,+09:33:04.8,2162.84,r,18.8489,-,>20.47,8.48,>11.99,-,-,-,-,-30.03863084,0.121
ZTF23aaujhvs,AT2023oby,20:36:30.46,+10:19:57.4,2164.79,r,18.801,-,>30.623,11.543,>19.08,-,-,-,-,-17.80022073,0.287
ZTF23aaumdwe,AT2023odb,01:56:11.17,-09:10:21.5,2160.90,g,18.6162,-,>23.479,>9.98,13.499,-,-,-,-,-66.41465804,0.06
ZTF23aaurhgm,AT2023oaq,17:20:44.46,+30:43:03.0,2165.72,r,18.7651,-,32.867,11.695,21.172,-,-,-,-,31.86145461,0.104
ZTF23aaurman,AT2023oap,18:23:39.30,+25:14:45.0,2164.79,r,18.8166,-,27.475,10.678,16.797,-,-,-,-,16.9673082,0.305
ZTF23aavkhpi,AT2023ogq,19:23:25.32,+40:08:02.6,2164.78,r,18.8202,-,19.718,8.201,11.517,-,-,-,-,11.49420454,0.309
ZTF23aavpswc,AT2023olm,23:21:45.82,+11:12:40.6,2181.94,r,18.7549,-,>47.965,>25.07,22.895,-,-,-,-,-45.91987859,0.129
ZTF23aavtrsk,AT2023ohp,17:17:48.22,+58:03:12.7,2164.78,r,18.8381,-,>65.089,>4.09,60.999,-,-,-,-,35.03046764,0.069
ZTF23aavtugd,AT2023omf,22:36:57.54,+18:17:35.1,2185.78,r,18.83,-,64.827,23.248,41.579,-,-,-,-,-34.09324752,0.1
ZTF23aavwosh,AT2023olp,21:34:54.25,+15:06:35.5,2168.84,r,18.9842,-,>21.564,>8.02,13.544,-,-,-,-,-26.31613656,0.231
ZTF23aavxeqx,AT2023pgs,21:28:58.71,-00:28:51.2,2168.88,g,18.64,-,>32.997,>8.06,24.937,-,-,-,-,-34.64780652,0.115
ZTF23aavzbki,AT2023ovg,17:47:56.84,+24:26:59.6,2171.79,g,18.9872,-,>24.983,>7,17.983,-,-,-,-,24.22463154,0.189
ZTF23aavziyo,AT2023pet,17:16:16.69,+39:47:27.8,2171.74,r,18.7722,-,>18.998,>6.02,12.978,-,-,-,-,34.58877288,0.08
ZTF23aavzjte,AT2023ony,14:58:38.69,+38:05:51.2,2171.75,r,18.9725,-,>21.62,8.68,>12.94,-,-,-,-,61.23325373,0.04
ZTF23aavzwsh,AT2023onb,16:29:09.95,+68:48:31.3,2171.74,r,18.8196,-,>23.108,>9.96,13.148,-,-,-,-,37.7548264,0.103
ZTF23aawaoyp,AT2023ona,17:43:12.26,+47:13:02.1,2173.72,g,18.859,-,>31.795,>11.87,19.925,-,-,-,-,30.79654919,0.059
ZTF23aawcylw,AT2023oup,15:49:02.61,+18:49:56.0,2171.70,g,18.8726,-,>32.797,7.787,>25.01,-,-,-,-,48.50461371,0.106
ZTF23aaweaof,AT2023otg,21:02:00.71,-02:18:48.0,2170.83,g,18.6115,-,>17.972,>8.02,9.952,-,-,-,-,-29.87314724,0.169
ZTF23aawlweb,AT2023ouq,15:42:24.22,+11:03:54.5,2170.75,g,18.6836,-,19.672,5.287,14.385,-,-,-,-,46.80195075,0.111
ZTF23aawokan,SN2023oxc,16:04:31.46,+36:19:00.6,2169.79,r,18.3524,-,>28.01,>4.04,>23.97,-,-,-21.69,0.98,48.36284834,0.065
ZTF23aawqgsl,AT2023oxf,00:03:40.55,+31:41:59.5,2174.92,g,18.9681,-,>23.03,>9.06,13.97,-,-,-,-,-30.08084847,0.166
ZTF23aawqvmi,AT2023oxe,23:58:39.80,-24:43:43.6,2169.96,g,18.9993,-,>14.908,>4,10.908,-,-,-,-,-77.90062593,0.049
ZTF23aawvwaf,AT2023pcl,21:21:20.24,-14:15:47.6,2173.79,r,18.7845,-,33.551,6.496,27.055,-,-,-,-,-39.57825717,0.192
ZTF23aawxuzn,AT2023pcb,19:25:01.14,-19:50:38.7,2179.73,r,18.8185,-,>24.262,>10.92,13.342,-,-,-,-,-16.08191406,0.218
ZTF23aawxyrl,AT2023pba,19:40:10.83,-17:07:38.0,2183.69,r,18.8812,-,>37.87,>14.87,>23,-,-,-,-,-18.289057,0.331
ZTF23aawymvv,AT2023spi,22:23:29.70,-06:12:02.0,2207.81,r,18.9668,-,17.952,3.982,13.97,-,-,-,-,-49.11281215,0.223
ZTF23aaxboby,AT2023pcd,03:11:11.26,+47:29:19.1,2174.91,r,18.6558,-,>26.969,>5.98,20.989,-,-,-,-,-9.02609988,0.842
ZTF23aaxexuq,AT2023pfg,17:46:52.00,+64:03:57.9,2182.79,r,18.6657,-,>25.044,>12.98,12.064,-,-,-,-,31.21728099,0.085
ZTF23aaxfrdu,AT2023qvb,20:41:54.69,+16:25:47.1,2201.69,r,18.9977,-,65.1,31.071,34.029,-,-,-,-,-15.47167765,0.195
ZTF23aaxndtr,AT2023puw,04:27:56.87,+00:15:54.7,2186.92,r,18.9916,-,>59.995,>16.94,43.055,-,-,-,-,-31.29208842,0.194
ZTF23aaxorzr,AT2023pgm,17:10:20.64,+13:55:31.0,2184.75,r,18.9702,-,>24.601,>14.02,10.581,-,-,-,-,28.59002098,0.458
ZTF23aaxrhlg,AT2023plm,21:29:18.13,+38:16:53.0,2185.72,r,18.6819,-,>80.82,>14.86,>65.96,-,-,-,-,-9.29761828,0.592
ZTF23aaxtdpc,AT2023pli,00:36:11.61,-02:09:06.7,2191.86,r,18.6241,-,32.373,16.05,16.323,-,-,-,-,-64.75799537,0.074
ZTF23aaxvgpm,AT2023pnu,15:42:27.49,+23:23:30.8,2173.70,g,18.5571,-,>16.157,>2,14.157,-,-,-,-,51.33483771,0.157
ZTF23aaxvoya,AT2023pne,15:58:28.64,+29:03:45.6,2183.69,r,18.8716,-,>22.96,>11.94,>11.02,-,-,-,-,48.97541112,0.118
ZTF23aaybaip,AT2023pss,03:46:01.11,+42:01:09.8,2179.90,r,18.6127,-,>24.263,>7.93,16.333,-,-,-,-,-9.97542698,0.868
ZTF23aayhqyn,AT2023poz,17:51:44.66,+14:30:15.7,2183.71,g,18.9243,-,>24.722,>9.99,14.732,-,-,-,-,19.63911842,0.25
ZTF23aaynwdt,AT2023prr,07:13:51.72,+56:23:35.2,2178.99,r,17.8027,-,20.42,3.974,16.446,-,-,-,-,25.33379169,0.157
ZTF23aazbixo,AT2023qpp,17:35:45.19,+16:21:28.2,2187.69,r,18.5945,-,>17.436,9.476,>7.96,-,-,-,-,23.91209411,0.188
ZTF23aazbixp,AT2023puq,17:36:12.09,+18:02:48.4,2187.68,g,18.7261,-,23.914,10.887,13.027,-,-,-,-,24.4621215,0.19
ZTF23aazdabh,AT2023psz,21:05:55.91,-23:42:11.7,2183.82,g,18.7175,-,28.88,8.962,19.918,-,-,-,-,-39.38641173,0.172
ZTF23aazjrij,AT2023qfb,15:48:00.69,+30:03:02.4,2182.74,g,18.9139,-,>15.96,>4,>11.96,-,-,-,-,51.36603406,0.084
ZTF23aazjvdc,AT2023qvo,18:16:31.82,+24:24:27.8,2188.69,g,18.9181,-,>21.783,>9.94,11.843,-,-,-,-,18.1431248,0.436
ZTF23aazjwwm,AT2023qop,17:41:33.17,+72:49:33.9,2187.67,g,18.8693,-,17.994,7.201,10.793,-,-,-,-,30.96747691,0.105
ZTF23aazmcmn,AT2023qqz,17:27:18.79,+33:26:19.7,2193.78,r,18.9337,-,>22.565,>12.04,10.525,-,-,-,-,31.18461243,0.111
ZTF23aaznqky,SN2023quu,01:38:54.52,+31:56:52.1,2209.81,r,18.4638,-,50.418,26.29,24.128,-,-,-20.03,0.66,-29.85163298,0.156
ZTF23aazrpka,AT2023qkv,20:44:48.61,-01:34:20.0,2193.89,r,18.7277,-,>19.352,>12.05,7.302,-,-,-,-,-25.77715535,0.203
ZTF23aazxmdo,AT2023qzu,02:32:31.24,+45:12:09.4,2192.93,r,18.9616,-,19.807,8.089,11.718,-,-,-,-,-14.09353478,0.289
ZTF23aazxmrm,AT2023qys,03:49:08.45,-13:05:09.4,2192.95,r,18.7622,-,>19.07,>10.03,>9.04,-,-,-,-,-46.24703792,0.186
ZTF23aazxnpy,AT2023quo,04:01:49.30,+23:47:09.5,2195.99,r,18.6288,-,26.312,11.812,14.5,-,-,-,-,-21.42473897,0.45
ZTF23aazxtbv,AT2023raj,00:41:22.47,+40:56:38.3,2206.90,g,18.4904,-,33.14,20.609,12.531,-,-,-,-,-21.88762602,0.17
ZTF23abaapmr,AT2023rbp,20:29:13.63,+52:19:19.4,2194.69,r,18.8332,-,>19.944,>6.95,12.994,-,-,-,-,7.80286336,0.939
ZTF23abawfny,AT2023rgl,05:10:20.12,-03:15:23.8,2204.00,r,18.9854,-,>41.754,>12.05,29.704,-,-,-,-,-23.90935084,0.275
ZTF23abaxlag,AT2023rmj,21:30:14.65,+03:54:58.2,2203.74,r,18.9901,-,>18.84,>10.89,>7.95,-,-,-,-,-32.41469567,0.16
ZTF23abbaltm,AT2023rmg,20:20:10.81,-10:34:49.2,2200.69,r,18.8931,-,>13.02,>6.96,>6.06,-,-,-,-,-24.46109995,0.244
ZTF23abbamlc,AT2023rry,16:41:58.98,+77:04:03.5,2205.68,r,18.6513,-,>29.757,>11.94,17.817,-,-,-,-,33.43841799,0.118
ZTF23abbbybs,AT2023rlg,00:51:07.38,-05:26:37.2,2201.93,r,18.9944,-,>32.937,>8.09,24.847,-,-,-,-,-68.31531943,0.139
ZTF23abbkpwr,AT2023rvw,02:30:16.98,-20:49:58.5,2199.99,g,18.8802,-,>28.198,>5.05,23.148,-,-,-,-,-66.60630247,0.064
ZTF23abbqgtw,AT2023sna,00:28:18.98,-24:37:03.9,2207.90,g,18.6503,-,37.785,10.693,27.092,-,-,-,-,-84.22581287,0.046
ZTF23abcledv,AT2023ski,03:16:44.74,-14:03:46.7,2214.98,r,18.8789,-,26.266,13.528,12.738,-,-,-,-,-53.73872507,0.136
ZTF23abcvams,AT2023sha,01:01:21.99,+84:02:39.2,2216.99,r,18.6009,-,23.657,11.993,11.664,-,-,-,-,21.17795499,0.441
ZTF23abdirnr,AT2023spf,08:20:55.32,+25:37:44.1,2222.99,r,18.6901,-,>40.01,>20.99,>19.02,-,-,-,-,30.17473988,0.078
ZTF23abdmrkk,AT2023sxz,22:01:11.66,-05:21:51.4,2211.68,r,18.9306,-,23.585,7.912,15.673,-,-,-,-,-44.04996994,0.141
ZTF23abducqi,AT2023spn,08:47:43.86,+06:44:07.8,2212.01,r,18.8556,-,>77.239,>8.99,68.249,-,-,-,-,28.87932959,0.082
ZTF23abecphw,AT2023rwy,02:39:10.38,-21:08:22.9,2225.86,g,18.8883,-,>91.886,21.966,>69.92,-,-,-,-,-64.75641903,0.063
ZTF23abedgfr,AT2023syt,04:20:44.05,-12:10:49.1,2215.94,r,18.7367,-,18.179,8.974,9.205,-,-,-,-,-38.89672467,0.143
ZTF23abejxgc,AT2023syl,19:13:26.44,+81:05:31.7,2220.81,r,18.9136,-,35.498,14.319,21.179,-,-,-,-,25.93019453,0.17
ZTF23abfgsod,AT2023tje,22:45:06.32,+39:00:40.3,2220.73,g,18.6538,-,23.77,9.789,13.981,-,-,-,-,-17.58255278,0.327
