
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,hostabs,hostcol,b,A_V
ZTF22abmmhdm,AT2022xmk,02:08:14.55,+34:45:12.6,1866.79,g,18.689,-,>32.418,>1.97,30.448,-,-,-,-,-25.5064575,0.239
ZTF22abmonux,AT2022xje,20:26:46.06,-09:16:17.9,1877.65,r,18.2815,-,>35.055,>13.01,22.045,-,-,-,-,-25.36468384,0.247
ZTF22abmuvgq,SN2022xlh,22:43:59.16,-06:38:54.7,1873.67,r,18.9819,-,>64.9,>7.96,>56.94,-,-,-20.49,0.78,-53.47404788,0.099
ZTF22abmuvww,AT2022xlg,22:44:36.33,-08:16:14.2,1873.67,r,18.9627,-,>17.96,>7.96,>10,-,-,-,-,-54.5737898,0.102
ZTF22abmzydy,AT2022xmm,23:51:31.74,+32:50:11.8,1883.80,r,18.9485,-,35.636,17.085,18.551,-,-,-,-,-28.36754296,0.117
ZTF22abnqxjf,AT2022yfn,21:53:01.57,-13:43:08.2,1881.74,r,18.8105,-,>24.491,8.561,>15.93,-,-,-,-,-46.36285852,0.121
ZTF22abnrych,AT2022yaf,01:13:28.32,+41:40:17.8,1880.74,g,18.8017,-,>24.811,>9.94,14.871,-,-,-,-,-21.01145442,0.166
ZTF22abnthwo,AT2022xzy,05:50:39.73,+83:00:20.8,1880.85,r,18.8478,-,>30.618,>9.98,20.638,-,-,-,-,25.09942131,0.173
ZTF22abnwmmf,AT2022ycd,22:48:07.10,-16:14:56.2,1888.67,g,18.6265,-,>36.513,14.533,>21.98,-,-,-,-,-59.46148918,0.101
ZTF22abnwtae,AT2022ycb,21:08:17.64,+22:00:33.4,1883.64,r,18.9341,-,>63.252,11.262,>51.99,-,-,-,-,-17.04205146,0.458
ZTF22abnxybp,AT2022yhc,00:08:14.61,-19:35:46.6,1882.73,g,18.9304,-,>27.138,>10.95,16.188,-,-,-,-,-77.56063497,0.064
ZTF22abnzuxx,AT2022ybj,06:27:57.88,+48:14:42.0,1880.95,r,18.9921,-,>28.727,>9.05,19.677,-,-,-,-,16.23444991,0.406
ZTF22aboadiz,AT2022ymm,07:48:10.67,+18:32:17.9,1880.96,r,18.8855,-,>16.03,>9.03,>7,-,-,-,-,20.59467917,0.128
ZTF22aboazlk,AT2022ybq,10:23:14.24,+00:50:42.6,1888.05,r,18.7936,-,25.465,13.03,12.435,-,-,-,-,45.80377215,0.125
ZTF22abojyaa,AT2022yex,08:50:42.54,+00:12:32.8,1893.98,r,18.9696,-,>28.88,17.89,>10.99,-,-,-,-,26.37228125,0.099
ZTF22abojynf,AT2022ygv,10:40:51.45,+14:07:35.4,1888.00,r,18.9012,-,>32.177,>14.98,17.197,-,-,-,-,56.93182397,0.089
ZTF22abpbzqv,AT2022yoo,05:46:27.22,+68:26:24.5,1887.91,r,18.6861,-,24.024,11.615,12.409,-,-,-,-,19.42585596,0.407
ZTF22abpipff,AT2022yjm,11:10:06.10,+15:24:43.3,1888.98,r,18.5936,-,>37.698,12.668,>25.03,-,-,-,-,63.72142414,0.04
ZTF22abpkzbq,AT2022ykn,21:52:08.12,+08:16:41.3,1888.68,g,18.9309,-,29.007,11.016,17.991,-,-,-,-,-33.98654302,0.139
ZTF22abputid,AT2022ysm,07:12:25.17,+57:33:44.8,1890.01,r,18.7459,-,32.789,10.982,21.807,-,-,-,-,25.37136178,0.161
ZTF22abpvvyk,AT2022zme,09:18:13.38,+43:54:41.4,1888.01,r,18.9866,-,>28.955,>13,15.955,-,-,-,-,44.37767708,0.042
ZTF22abpzzuv,AT2022yyu,10:03:18.27,-04:55:12.3,1902.02,r,17.3031,-,24.182,14.459,9.723,-,-,-,-,38.27954042,0.093
ZTF22abqaphs,AT2022yqp,20:04:32.59,+57:25:27.0,1888.66,g,18.9208,-,>31.99,>11.02,>20.97,-,-,-,-,13.53145778,0.418
ZTF22abqbkcb,AT2022yqn,23:15:35.93,-18:21:07.5,1885.67,r,18.6216,-,>26.327,>7.94,18.387,-,-,-,-,-66.27719262,0.085
ZTF22abqbqab,AT2022ytv,22:19:27.57,+03:43:51.0,1906.67,r,18.9517,-,>54.875,24.905,>29.97,-,-,-,-,-42.0835425,0.257
ZTF22abqmovi,AT2022yso,10:29:37.66,+60:38:57.3,1889.95,r,18.9741,-,>32.897,>10.96,21.937,-,-,-,-,48.83397344,0.021
ZTF22abqtsog,AT2022zfo,03:26:35.86,+09:11:02.3,1889.75,g,18.8779,-,>16,>1.99,>14.01,-,-,-,-,-37.73633462,0.737
ZTF22abqyeru,AT2022yxw,02:51:20.21,-12:14:27.0,1897.80,r,18.7272,-,25.949,13.909,12.04,-,-,-,-,-58.22249754,0.079
ZTF22abraurg,AT2022zaw,06:27:21.43,+81:01:28.5,1895.81,r,18.6163,-,25.003,13.317,11.686,-,-,-,-,25.83877731,0.179
ZTF22abrbohu,AT2022ywi,08:15:19.79,+65:43:23.6,1899.95,r,18.734,-,49.126,18.211,30.915,-,-,-,-,33.13635095,0.119
ZTF22abrchpn,AT2022ywk,08:26:42.27,+04:49:26.9,1889.99,g,18.6392,-,28.963,9.033,19.93,-,-,-,-,23.35714577,0.074
ZTF22abrfwhc,AT2022zfv,23:31:12.57,-08:36:33.4,1897.71,r,18.9996,-,>28.051,15.081,>12.97,-,-,-,-,-63.48915015,0.088
ZTF22abrpgaq,AT2022yzm,09:42:59.03,+06:06:42.6,1897.98,g,18.9063,-,>22.04,>16.02,>6.02,-,-,-,-,40.60082275,0.112
ZTF22abrpwsu,AT2022zng,10:43:55.88,+04:50:04.3,1894.00,r,18.8952,-,>22.982,>12,10.982,-,-,-,-,52.3265506,0.089
ZTF22abrrkwx,AT2022zha,12:29:18.08,+09:56:12.1,1890.05,r,18.9025,-,>33,>8.01,>24.99,-,-,-,-,72.03323271,0.068
ZTF22absbbul,AT2022zgv,22:41:38.56,+13:47:49.4,1898.65,g,18.7558,-,20.384,8.41,11.974,-,-,-,-,-38.36132576,0.141
ZTF22absbncq,AT2022znh,21:42:34.13,+21:04:47.2,1896.62,r,18.8074,-,27.351,8.138,19.213,-,-,-,-,-23.58075227,0.212
ZTF22absjmct,AT2022znf,08:54:14.40,+44:57:46.5,1895.89,r,18.9741,-,18.284,10.474,7.81,-,-,-,-,40.07036559,0.079
ZTF22abslzdw,AT2022zhj,12:08:32.12,+07:51:29.2,1890.04,r,18.6173,-,>30.99,>6,>24.99,-,-,-,-,68.21303865,0.039
ZTF22absorqy,AT2022zmm,22:02:44.86,+33:42:05.8,1913.64,r,18.6368,-,48.911,25.973,22.938,-,-,-,-,-17.20120825,0.41
ZTF22absqjoo,AT2022zne,07:28:01.73,+37:02:03.8,1902.88,r,18.7973,-,>21.681,>13.94,7.741,-,-,-,-,22.80437133,0.16
ZTF22abssicb,AT2022zso,10:33:27.19,+43:46:53.1,1897.88,r,18.5676,-,>22.12,>9.91,12.21,-,-,-,-,57.67979066,0.032
ZTF22abssjhu,AT2022aahe,08:18:45.31,-07:01:34.1,1897.88,r,18.7421,-,16.602,8.125,8.477,-,-,-,-,15.82334005,0.357
ZTF22absskbp,AT2022zsu,08:16:46.80,+05:20:35.4,1897.85,r,18.7103,-,21.731,9.379,12.352,-,-,-,-,21.39884289,0.057
ZTF22abssxkn,AT2022zmw,11:03:01.40,-08:54:07.1,1901.02,r,18.536,-,>25.33,>13,12.33,-,-,-,-,45.40994755,0.127
ZTF22absuxji,AT2022zwi,01:04:43.04,+51:37:05.1,1897.72,r,18.6124,-,>21.95,>8.99,>12.96,-,-,-,-,-11.19936904,0.748
ZTF22absxbxa,AT2022aaiu,08:21:07.23,-11:25:56.4,1909.90,r,18.6227,-,>33.863,>12.88,20.983,-,-,-,-,14.02401622,0.214
ZTF22abtbzsh,AT2022zsf,12:22:28.61,+14:14:34.6,1897.04,r,18.7925,-,>24.99,>7,>17.99,-,-,-,-,75.45251526,0.126
ZTF22abtcpwy,AT2022zwd,05:40:53.40,-12:22:23.8,1906.88,r,18.3931,-,>31.496,>12.96,18.536,-,-,-,-,-21.16769574,0.475
ZTF22abtcrfa,AT2022zxu,07:23:53.15,+87:22:00.7,1902.88,r,18.659,-,>30.156,>8.95,21.206,-,-,-,-,27.46935692,0.687
ZTF22abtdbhx,AT2022zvv,11:57:04.65,+05:06:13.2,1906.97,r,18.4796,-,>28.958,>12.94,16.018,-,-,-,-,64.44917997,0.056
ZTF22abtdlrm,AT2022zxm,21:34:53.59,+20:36:21.2,1906.63,r,18.924,-,>41.03,>12.03,>29,-,-,-,-,-22.61609749,0.247
ZTF22abtepoa,AT2022aahw,00:43:49.38,-08:17:33.3,1904.67,g,18.9028,-,>34.867,>7.94,26.927,-,-,-,-,-71.07822214,0.095
ZTF22abtetdq,AT2022zxi,01:00:40.31,-18:12:56.6,1895.77,g,18.8872,-,>39.96,>1,>38.96,-,-,-,-,-80.83719817,0.041
ZTF22abtguwe,AT2022zzx,18:40:25.93,+78:50:07.2,1903.66,r,18.9875,-,>17.98,>8,>9.98,-,-,-,-,27.10538246,0.201
ZTF22abtgvbj,AT2022aamt,19:29:14.28,+77:19:38.7,1901.66,r,18.7682,-,>25.609,>5.02,20.589,-,-,-,-,24.38228789,0.236
ZTF22abtkhez,AT2022aadk,12:20:13.16,+08:00:28.9,1899.04,r,18.9697,-,>31.711,>3.01,28.701,-,-,-,-,69.49949615,0.059
ZTF22abtonhr,AT2022aasl,09:40:46.77,+60:23:04.8,1905.91,g,18.6323,-,>26.661,>3.94,22.721,-,-,-,-,43.83743367,0.064
ZTF22abtoqxt,AT2022aacw,11:43:50.79,+11:15:59.7,1904.01,g,18.8625,-,>17.121,>6.99,10.131,-,-,-,-,67.55373701,0.088
ZTF22abtssnq,AT2022aawc,09:55:30.50,+21:42:27.7,1905.92,g,18.766,-,>40,>7.93,>32.07,-,-,-,-,49.78574119,0.082
ZTF22abttbxi,AT2022abtl,12:27:19.02,+34:11:46.2,1909.99,g,18.5646,-,>34.195,>11.99,22.205,-,-,-,-,81.23739371,0.041
ZTF22abtufwt,AT2022aayg,22:25:23.14,+10:57:01.5,1909.62,r,18.4776,-,>17.741,>5.99,11.751,-,-,-,-,-37.99976345,0.295
ZTF22abtzkoz,AT2022aajl,08:11:38.05,-02:19:45.8,1951.82,r,18.9691,-,>67.93,>52.91,>15.02,-,-,-,-,16.63808247,0.131
ZTF22abtzvvt,AT2022aaot,12:09:05.41,+41:19:23.2,1902.98,g,18.9467,-,>30.574,>4.02,26.554,-,-,-,-,73.3534334,0.037
ZTF22abuakxk,AT2022abak,11:55:43.22,+12:38:33.3,1906.97,r,18.7551,-,>24.98,>7.95,>17.03,-,-,-,-,70.50533683,0.083
ZTF22abuhwxu,AT2022abdi,00:45:08.17,-17:57:00.1,1904.69,r,18.9917,-,>13.92,>3.96,>9.96,-,-,-,-,-80.7075221,0.056
ZTF22abuzunx,AT2022aaoe,07:52:57.21,+08:30:32.7,1910.96,r,18.9595,-,>26.178,>9,17.178,-,-,-,-,17.51157934,0.056
ZTF22abvbccq,AT2022aasr,12:59:40.89,+02:52:42.5,1915.00,g,18.9399,-,>23.369,>4.99,18.379,-,-,-,-,65.67013519,0.075
ZTF22abvfqtf,AT2022aavq,07:47:55.85,+11:07:29.1,1910.00,g,18.7326,-,>30.529,>7.06,23.469,-,-,-,-,17.52149438,0.095
ZTF22abvhyup,AT2022ablk,02:48:55.19,-09:31:25.5,1910.74,r,18.8606,-,>27,>2.02,>24.98,-,-,-,-,-57.17717853,0.079
ZTF22abvmawt,AT2022abpl,13:18:27.43,+23:15:10.7,1924.04,r,18.9933,-,>34.01,>20.04,>13.97,-,-,-,-,82.7647542,0.039
ZTF22abvmbow,AT2022abvv,10:23:20.20,+61:01:51.6,1923.93,g,18.7382,-,28.208,16.325,11.883,-,-,-,-,47.99385822,0.023
ZTF22abvmdyi,AT2022abjf,11:55:03.73,+09:24:55.5,1914.98,g,18.7253,-,>18.449,9.459,>8.99,-,-,-,-,67.844404,0.076
ZTF22abvoazp,AT2022abfl,00:18:12.33,+45:01:18.6,1914.72,g,18.8837,-,>28.52,9.58,>18.94,-,-,-,-,-17.45281466,0.222
ZTF22abvobgi,AT2022abfh,23:44:16.69,+42:54:58.7,1910.85,g,18.906,-,>30.95,>6.16,>24.79,-,-,-,-,-18.27034502,0.348
ZTF22abvsuua,AT2022abfk,08:27:26.51,+12:17:36.6,1910.96,r,18.8508,-,>26.878,>6.05,20.828,-,-,-,-,26.79450957,0.096
ZTF22abvuozk,AT2022abug,08:48:11.98,-13:06:50.6,1914.96,g,18.6904,-,>22.67,>3.98,18.69,-,-,-,-,18.61937774,0.136
ZTF22abwljjv,AT2022abhv,00:50:39.36,+03:03:38.7,1913.73,r,18.7215,-,23.259,6.631,16.628,-,-,-,-,-59.81035537,0.068
ZTF22abwmcyu,AT2022abhg,00:40:56.33,-21:01:56.4,1913.74,r,18.6821,-,>16.906,>7.01,9.896,-,-,-,-,-83.45065539,0.053
ZTF22abwsxvg,-,10:19:59.34,+03:21:29.4,1923.94,r,18.9053,-,>27.648,15.648,>12,-,-,-,-,46.73066237,0.094
ZTF22abwvcyz,AT2022abkm,23:38:35.92,+03:21:17.5,1913.65,r,18.8592,-,49.441,5.891,43.55,-,-,-,-,-54.81364665,0.171
ZTF22abxaxlk,-,08:42:05.64,+00:56:15.8,1914.92,r,18.9602,-,>19.893,>5,14.893,-,-,-,-,24.87352446,0.125
ZTF22abxdoki,AT2022abxw,02:36:33.21,-17:50:49.6,1923.71,g,18.5097,-,21.575,11.471,10.104,-,-,-,-,-64.07338413,0.075
ZTF22abxjrdj,AT2022abso,09:49:18.84,-06:18:47.5,1923.94,r,18.7663,-,27.956,14.007,13.949,-,-,-,-,34.7177896,0.166
ZTF22abxjsnd,AT2022aboc,10:31:15.79,-01:39:18.5,1909.92,r,18.973,-,>17.19,>0,>17.19,-,-,-,-,45.65719824,0.135
ZTF22abxlboh,AT2022acfx,11:04:38.10,-07:02:46.8,1915.03,r,18.065,-,>24.294,>5.05,19.244,-,-,-,-,47.15049138,0.095
ZTF22abxlfpv,AT2022acay,13:16:11.73,+39:16:00.3,1923.97,g,18.7118,-,>23.3,>13.98,9.32,-,-,-,-,76.81196769,0.033
ZTF22abxlqex,AT2022abwm,13:26:57.05,+00:57:15.7,1914.04,r,18.9857,-,>20.891,>4,16.891,-,-,-,-,62.47352984,0.07
ZTF22abxqldo,-,06:36:57.31,+40:01:54.1,1928.80,r,18.7887,-,23.495,15.33,8.165,-,-,-,-,14.49292267,0.368
ZTF22abxssff,-,09:42:39.00,+09:06:50.8,1923.86,r,18.9693,-,>25.959,>12.87,13.089,-,-,-,-,42.01483513,0.087
ZTF22abxztob,AT2022acms,04:05:07.91,-06:47:28.8,1922.78,r,18.8217,-,>23.89,>8.96,>14.93,-,-,-,-,-39.82098782,0.209
ZTF22abyanxw,AT2022acyo,09:08:17.65,+07:54:01.4,1928.98,r,18.6012,-,>23.1,>15.13,>7.97,-,-,-,-,33.94209247,0.187
ZTF22abychgh,AT2022acof,10:47:56.98,+37:02:14.4,1930.99,g,18.9693,-,>19.496,12.496,>7,-,-,-,-,62.18094885,0.03
ZTF22abygoxc,AT2022achm,13:31:26.05,+51:39:21.7,1923.95,r,18.5513,-,>22.987,>8.97,14.017,-,-,-,-,64.33938115,0.024
ZTF22abygqje,AT2022acfq,09:39:07.82,+08:55:40.8,1923.92,g,18.5326,-,>18.859,4.799,>14.06,-,-,-,-,41.16211,0.111
ZTF22abygrve,AT2022acfp,10:32:30.87,+44:32:59.0,1923.92,g,18.9193,-,>22.97,>8.94,>14.03,-,-,-,-,57.25968171,0.038
ZTF22abyiwwp,AT2022acnt,00:54:34.29,+33:37:23.3,1928.68,r,18.9283,-,>13.96,>5.94,>8.02,-,-,-,-,-29.2439313,0.181
ZTF22abykhpo,AT2022acyp,09:07:39.09,+27:28:02.4,1929.03,g,18.8731,-,>14.02,>6.1,>7.92,-,-,-,-,40.73067722,0.073
ZTF22abymwxn,AT2022achb,05:35:09.05,-25:14:08.6,1923.80,g,18.701,-,>12.02,>0,>12.02,-,-,-,-,-27.22310748,0.079
ZTF22abynjjf,AT2022acsa,07:25:42.87,+54:22:54.3,1933.85,g,18.5473,-,29.245,7.166,22.079,-,-,-,-,26.60956169,0.167
ZTF22abyrdyz,AT2022adzg,00:00:10.49,+22:34:15.0,1937.65,r,18.8912,-,>29.336,8.356,>20.98,-,-,-,-,-38.77970449,0.226
ZTF22abywerd,AT2022aefc,00:43:30.84,-12:11:37.8,1935.69,g,18.6969,-,>27.942,4.992,>22.95,-,-,-,-,-74.95038526,0.064
ZTF22abyyirb,AT2022adcm,07:56:10.22,+07:02:37.6,1935.82,g,18.6806,-,>25.103,>4.98,20.123,-,-,-,-,17.5832948,0.057
ZTF22abzajwl,AT2023adr,14:36:19.84,+32:23:16.4,1968.00,g,18.4887,-,54.684,15.971,38.713,-,-,-,-,66.69914621,0.035
ZTF22abzbqxx,-,00:53:35.60,+08:08:50.6,1936.66,r,18.7411,-,>37.03,>4.06,>32.97,-,-,-,-,-54.72037545,0.176
ZTF22acawdcn,AT2022adzx,00:32:37.60,+51:23:13.3,1951.64,g,18.8273,-,29.396,13.895,15.501,-,-,-,-,-11.37525857,0.509
ZTF23aaaahla,AT2023ce,01:54:33.95,-08:23:17.5,1951.73,r,18.4591,-,>21.03,>0.1,>20.93,-,-,-,-,-66.03523145,0.057
ZTF23aaagecv,AT2023gv,03:56:03.04,-11:30:35.0,1970.69,r,18.8926,-,>23.9,>13.98,>9.92,-,-,-,-,-44.03602742,0.101
ZTF23aaajryx,AT2023iu,08:57:06.97,-12:19:30.8,1969.83,r,18.3963,-,>33.217,>11.95,21.267,-,-,-,-,20.85000933,0.179
ZTF23aaanpwh,AT2023yf,03:15:55.33,+09:09:38.5,1981.68,r,18.6963,-,>38.493,>16.01,22.483,-,-,-,-,-39.57916686,0.872
ZTF23aaaqcff,AT2023aav,04:09:57.03,-02:18:25.3,1970.76,g,18.871,-,>18.752,>4.02,14.732,-,-,-,-,-36.46798458,0.316
ZTF23aaaqdcn,AT2023zo,03:35:10.30,-10:22:57.7,1968.64,g,18.9838,-,>25.929,>1.9,24.029,-,-,-,-,-48.03295781,0.112
ZTF23aaaskih,AT2023aow,02:37:30.80,+16:25:37.0,1978.65,g,18.789,-,>27.03,>11.01,>16.02,-,-,-,-,-39.41209588,0.379
ZTF23aaavxqu,AT2023aey,15:57:05.68,+27:27:44.0,1973.04,g,18.7224,-,>19.707,>5.05,14.657,-,-,-,-,49.00219289,0.116
ZTF23aaawbpp,AT2023atv,17:01:52.03,+62:47:57.8,1978.00,g,18.7635,-,>22.371,>9.99,12.381,-,-,-,-,36.35111192,0.084
ZTF23aaazbns,AT2023amf,17:10:26.15,+20:11:22.0,1973.05,r,18.4568,-,>25.97,>4.02,>21.95,-,-,-,-,30.91024111,0.169
ZTF23aabbaap,AT2023asa,08:07:29.19,+68:33:40.2,1980.76,g,18.7288,-,23.711,9.688,14.023,-,-,-,-,32.03293661,0.172
ZTF23aabboyg,AT2023arz,09:00:39.70,+28:49:28.6,1983.75,r,18.9439,-,>25.054,>13.97,11.084,-,-,-,-,39.53556504,0.079
ZTF23aabbqnn,AT2023awm,08:42:32.84,+30:56:42.7,1977.94,g,18.9776,-,>23.903,8.133,>15.77,-,-,-,-,36.17161308,0.126
ZTF23aabdkmn,AT2023axk,13:23:34.72,+74:19:18.5,1979.83,g,18.6339,-,>22.085,>7.99,14.095,-,-,-,-,42.6224883,0.057
ZTF23aabkpef,AT2023avx,13:38:52.18,+59:21:22.2,1977.99,g,18.6029,-,>25.04,>6.08,>18.96,-,-,-,-,56.7466785,0.043
ZTF23aablhfk,AT2023bet,17:16:54.17,+44:16:05.4,1984.06,r,18.6919,-,>48.984,>12.04,36.944,-,-,-,-,35.01382225,0.058
ZTF23aabmstk,AT2023axz,05:52:08.13,-23:53:56.7,1983.67,r,18.7545,-,>21.98,>10.94,>11.04,-,-,-,-,-23.13713706,0.104
ZTF23aabqqoi,AT2023bhf,16:28:57.58,+31:32:32.1,1986.00,r,18.9529,-,25.578,11.144,14.434,-,-,-,-,42.86611421,0.061
ZTF23aabrgiu,AT2023bfu,09:48:55.63,-11:22:02.0,1985.79,r,18.9955,-,>16.99,>7.98,>9.01,-,-,-,-,31.35235421,0.12
ZTF23aabrkox,AT2023bew,12:07:52.91,+40:21:03.2,1977.85,r,18.5524,-,>16.08,>0,>16.08,-,-,-,-,74.00317491,0.054
ZTF23aabrssz,AT2023bfr,14:05:01.56,-00:15:14.4,1977.98,r,18.8755,-,>77.88,>0,>77.88,-,-,-,-,57.40217295,0.128
ZTF23aabsgut,AT2023bel,03:00:09.73,+05:42:45.8,1978.64,g,17.4851,-,>16.02,>0,>16.02,-,-,-,-,-44.75911531,0.304
ZTF23aabutvv,AT2023bvc,15:12:35.85,+19:22:44.3,1988.01,g,18.8471,-,>32.647,>7.97,24.677,-,-,-,-,56.78165226,0.122
ZTF23aabxtfg,AT2023bqw,08:28:51.07,+12:29:24.2,1982.76,r,18.8214,-,>11.02,>0,>11.02,-,-,-,-,27.18909336,0.089
ZTF23aacafsp,-,18:11:31.07,+67:32:31.4,1993.97,g,18.0202,-,>23.555,>8.98,14.575,-,-,-,-,28.70666244,0.122
ZTF23aackjhs,SN1995al,09:50:56.03,+33:33:11.0,2064.78,r,16.9686,-,>106.97,>72.01,>34.96,-,-,-,-,50.83484237,0.037
ZTF23aactuzn,AT2023btg,11:11:56.98,-16:49:55.3,2031.80,r,18.767,-,>68.121,>10.96,57.161,-,-,-,-,39.85213221,0.224
ZTF23aacylaz,AT2023dhx,10:07:48.77,+39:44:24.3,2021.73,r,18.8612,-,>17.757,>0,>17.757,-,-,-,-,53.97297368,0.037
ZTF23aadcbdn,AT2023dxn,20:26:32.85,+80:59:00.8,2029.96,r,18.4384,-,26.928,11.949,14.979,-,-,-,-,23.21090778,0.429
ZTF23aadcidf,AT2023dae,19:39:34.59,+49:18:51.1,2046.99,r,18.613,-,>75.486,>29.98,45.506,-,-,-,-,12.99118435,0.24
ZTF23aadddlt,AT2023dbp,10:17:43.61,-09:13:04.1,2021.79,g,18.729,-,>29.456,>4.08,25.376,-,-,-,-,37.96372262,0.125
ZTF23aaddhdx,AT2023dia,09:00:46.43,-04:15:28.3,2031.65,r,18.8172,-,>28.952,>13.94,15.012,-,-,-,-,26.15777074,0.068
ZTF23aadjpdf,AT2023dxo,13:01:55.35,-21:49:59.4,2029.92,r,18.4648,-,>25.92,>9.02,>16.9,-,-,-,-,40.97292793,0.304
ZTF23aadjptg,AT2023dgk,15:10:04.47,+84:57:01.4,2032.84,r,18.9049,-,>19.936,>11.96,7.976,-,-,-,-,31.2417932,0.299
ZTF23aadjvtl,AT2023dne,16:38:21.93,+42:00:07.1,2032.97,g,18.9452,-,21.568,8.454,13.114,-,-,-,-,41.90714432,0.038
ZTF23aadjwmm,AT2023dwi,13:22:46.99,+39:19:09.9,2029.89,g,18.6787,-,>24.062,>8.9,15.162,-,-,-,-,76.17242613,0.029
ZTF23aadmqxw,AT2023elr,07:23:30.85,+27:43:58.1,2036.70,r,18.9866,-,>26.807,>15.01,11.797,-,-,-,-,18.78917798,0.14
ZTF23aadqfbe,AT2023ejg,19:18:38.42,-08:35:21.3,2036.96,r,18.4181,-,>34.508,>14.98,19.528,-,-,-,-,-9.92187939,0.743
ZTF23aadrsxj,AT2023ebm,12:53:04.74,-15:25:55.0,2032.84,r,18.8477,-,>19.477,>2.96,16.517,-,-,-,-,47.43782552,0.149
ZTF23aadrtra,AT2023egg,12:33:39.19,+02:22:25.3,2044.72,r,18.717,-,>25.947,>14.84,11.107,-,-,-,-,64.88171986,0.056
ZTF23aadrwem,-,15:28:04.26,+61:27:45.9,2044.78,r,18.8438,-,>23.087,>11.97,11.117,-,-,-,-,46.90895459,0.036
ZTF23aadsblf,AT2023dxv,15:25:52.74,-25:07:20.9,2032.96,g,18.9326,-,>19.04,>3.02,16.02,-,-,-,-,25.85318552,0.438
ZTF23aadsfsh,AT2023dxs,18:30:42.04,+49:58:19.4,2032.96,r,18.8954,-,>21.985,>2.99,18.995,-,-,-,-,23.63361945,0.151
ZTF23aadsfsm,AT2023dxp,18:19:23.65,+47:57:15.1,2042.89,g,18.5999,-,>23.224,>12.93,10.294,-,-,-,-,24.94112362,0.116
ZTF23aadsnjo,AT2023dyz,21:32:55.63,+11:23:04.0,2037.01,r,18.7597,-,>16.98,>6.99,>9.99,-,-,-,-,-28.36850158,0.184
ZTF23aadudbc,AT2023eep,14:43:53.13,+01:54:43.6,2042.92,r,18.7552,-,>21.845,>10.09,11.755,-,-,-,-,53.10845091,0.108
ZTF23aadvnlm,AT2023eaw,08:33:28.37,+04:10:01.7,2036.81,g,18.5697,-,>20.839,>5.12,15.719,-,-,-,-,24.54412185,0.092
ZTF23aadvoyh,AT2023ecp,08:15:01.08,+05:36:09.9,2036.79,g,18.7893,-,>23.897,>5.13,18.767,-,-,-,-,21.12618617,0.063
ZTF23aadvvyu,AT2023elw,06:19:17.31,+54:19:07.7,2043.76,r,18.7738,-,>20.02,>12.1,>7.92,-,-,-,-,17.32584585,0.402
ZTF23aadvzpq,AT2023ems,08:28:10.00,+79:34:21.7,2043.77,r,18.5319,-,>21.05,>12.08,>8.97,-,-,-,-,30.9599847,0.064
ZTF23aadvztd,AT2023ebc,09:02:23.27,+55:32:00.9,2036.74,r,18.7644,-,>25.993,>5.05,20.943,-,-,-,-,40.41488696,0.044
ZTF23aadwiaf,AT2023eaz,10:14:29.52,+29:38:54.6,2046.66,r,18.8054,-,>24.964,>14.94,10.024,-,-,-,-,55.55288932,0.079
ZTF23aadxgmk,AT2023ece,10:50:48.77,-11:24:29.6,2043.82,g,18.5506,-,23.689,9.239,14.45,-,-,-,-,41.61621869,0.111
ZTF23aaeejzm,AT2023euj,11:23:38.04,+20:34:12.9,2045.82,g,18.7277,-,>23.919,>9,14.919,-,-,-,-,68.91536107,0.057
ZTF23aaeffmd,AT2023elf,16:37:53.99,+03:52:40.1,2043.88,g,18.7365,-,>21.02,>6.94,14.08,-,-,-,-,31.29457981,0.184
ZTF23aaehsgt,AT2023ert,09:53:35.97,+34:07:23.9,2050.67,g,18.5937,-,>27.778,>8,19.778,-,-,-,-,51.41238664,0.036
ZTF23aaeiamr,AT2023eza,09:07:22.83,+12:48:30.4,2050.71,r,18.8133,-,24.265,7.004,17.261,-,-,-,-,35.88778663,0.066
ZTF23aaeicdt,AT2023ers,09:29:40.47,+12:05:58.5,2044.67,r,18.9838,-,>15.803,>2.01,13.793,-,-,-,-,40.52642709,0.067
ZTF23aaeijko,AT2023err,10:02:25.72,+04:50:12.6,2052.79,r,18.6522,-,>31.765,>9.99,21.775,-,-,-,-,44.01630224,0.052
ZTF23aaejixk,AT2023erq,14:09:01.09,+52:03:21.4,2044.81,g,18.9634,-,>16.975,>1.96,15.015,-,-,-,-,61.13815781,0.036
ZTF23aaejpog,AT2023fea,11:51:31.78,+42:55:04.8,2064.74,g,18.6408,-,>54.745,>20.92,33.825,-,-,-,-,70.07282611,0.047
ZTF23aaejtiz,AT2023eqy,15:14:02.91,+66:26:01.8,2044.82,g,18.9869,-,>16.513,>1.94,14.573,-,-,-,-,44.99837782,0.064
ZTF23aaejtuh,AT2023eqw,15:46:50.57,+39:00:11.7,2044.90,r,18.7821,-,>31.787,>2.02,29.767,-,-,-,-,51.78881044,0.042
ZTF23aaejwdu,AT2023equ,16:17:11.69,+52:03:17.9,2050.97,g,18.6665,-,>20.984,>8.07,12.914,-,-,-,-,44.48493777,0.065
